sequence_id,refseq,region,start_index,end_index,start,end,gene,gene_id,genbank,ensembl
NT_187587.1,BestRefSeq,pseudogene,172,92028,173,92029,OVOS2,144203,, 
NT_187587.1,BestRefSeq,transcript,172,92028,173,92029,OVOS2,144203,NR_153414.1, 
NT_187587.1,BestRefSeq,exon,91845,92028,91846,92029,OVOS2,144203,NR_153414.1, 
NT_187587.1,BestRefSeq,exon,91216,91372,91217,91373,OVOS2,144203,NR_153414.1, 
NT_187587.1,BestRefSeq,exon,86314,86334,86315,86335,OVOS2,144203,NR_153414.1, 
NT_187587.1,BestRefSeq,exon,85570,85738,85571,85739,OVOS2,144203,NR_153414.1, 
NT_187587.1,BestRefSeq,exon,84805,84889,84806,84890,OVOS2,144203,NR_153414.1, 
NT_187587.1,BestRefSeq,exon,79362,79479,79363,79480,OVOS2,144203,NR_153414.1, 
NT_187587.1,BestRefSeq,exon,76379,76493,76380,76494,OVOS2,144203,NR_153414.1, 
NT_187587.1,BestRefSeq,exon,69596,69754,69597,69755,OVOS2,144203,NR_153414.1, 
NT_187587.1,BestRefSeq,exon,68452,68682,68453,68683,OVOS2,144203,NR_153414.1, 
NT_187587.1,BestRefSeq,exon,64307,64367,64308,64368,OVOS2,144203,NR_153414.1, 
NT_187587.1,BestRefSeq,exon,63609,63753,63610,63754,OVOS2,144203,NR_153414.1, 
NT_187587.1,BestRefSeq,exon,63116,63265,63117,63266,OVOS2,144203,NR_153414.1, 
NT_187587.1,BestRefSeq,exon,62229,62399,62230,62400,OVOS2,144203,NR_153414.1, 
NT_187587.1,BestRefSeq,exon,61201,61297,61202,61298,OVOS2,144203,NR_153414.1, 
NT_187587.1,BestRefSeq,exon,49679,49847,49680,49848,OVOS2,144203,NR_153414.1, 
NT_187587.1,BestRefSeq,exon,48779,48863,48780,48864,OVOS2,144203,NR_153414.1, 
NT_187587.1,BestRefSeq,exon,40108,40217,40109,40218,OVOS2,144203,NR_153414.1, 
NT_187587.1,BestRefSeq,exon,39608,39766,39609,39767,OVOS2,144203,NR_153414.1, 
NT_187587.1,BestRefSeq,exon,38688,38915,38689,38916,OVOS2,144203,NR_153414.1, 
NT_187587.1,BestRefSeq,exon,37155,37209,37156,37210,OVOS2,144203,NR_153414.1, 
NT_187587.1,BestRefSeq,exon,36203,36348,36204,36349,OVOS2,144203,NR_153414.1, 
NT_187587.1,BestRefSeq,exon,35698,35847,35699,35848,OVOS2,144203,NR_153414.1, 
NT_187587.1,BestRefSeq,exon,29864,30034,29865,30035,OVOS2,144203,NR_153414.1, 
NT_187587.1,BestRefSeq,exon,28912,29056,28913,29057,OVOS2,144203,NR_153414.1, 
