sequence_id,refseq,region,start_index,end_index,start,end,gene,gene_id,genbank,ensembl
NW_017363815.1,RefSeq,sequence_feature,0,67726,1,67727,,,, 
NW_017363815.1,Curated Genomic,pseudogene,9977,11458,9978,11459,PIMREGP3,100132736,, 
NW_017363815.1,Curated Genomic,exon,9977,11458,9978,11459,PIMREGP3,100132736,, 
NW_017363815.1,BestRefSeq,gene,14837,15138,14838,15139,MDN1,23195,, 
NW_017363815.1,BestRefSeq,mRNA,14837,15138,14838,15139,MDN1,23195,NM_014611.3, 
NW_017363815.1,BestRefSeq,exon,14837,15138,14838,15139,MDN1,23195,NM_014611.3, 
NW_017363815.1,BestRefSeq,CDS,14837,14951,14838,14952,MDN1,23195,NP_055426.1, 
NW_017363815.1,BestRefSeq,gene,25224,72123,25225,72124,CASP8AP2,9994,, 
NW_017363815.1,BestRefSeq,mRNA,25224,72123,25225,72124,CASP8AP2,9994,NM_012115.4, 
NW_017363815.1,BestRefSeq,exon,25224,25450,25225,25451,CASP8AP2,9994,NM_012115.4, 
NW_017363815.1,BestRefSeq,exon,41906,41988,41907,41989,CASP8AP2,9994,NM_012115.4, 
NW_017363815.1,BestRefSeq,exon,48510,48578,48511,48579,CASP8AP2,9994,NM_012115.4, 
NW_017363815.1,BestRefSeq,exon,50161,50261,50162,50262,CASP8AP2,9994,NM_012115.4, 
NW_017363815.1,BestRefSeq,exon,50814,50888,50815,50889,CASP8AP2,9994,NM_012115.4, 
NW_017363815.1,BestRefSeq,exon,52428,52543,52429,52544,CASP8AP2,9994,NM_012115.4, 
NW_017363815.1,BestRefSeq,exon,57470,59715,57471,59716,CASP8AP2,9994,NM_012115.4, 
NW_017363815.1,BestRefSeq,exon,61297,64426,61298,64427,CASP8AP2,9994,NM_012115.4, 
NW_017363815.1,BestRefSeq,exon,66633,66732,66634,66733,CASP8AP2,9994,NM_012115.4, 
NW_017363815.1,BestRefSeq,exon,69053,69105,69054,69106,CASP8AP2,9994,NM_012115.4, 
NW_017363815.1,BestRefSeq,exon,71493,72123,71494,72124,CASP8AP2,9994,NM_012115.4, 
NW_017363815.1,BestRefSeq,CDS,41934,41988,41935,41989,CASP8AP2,9994,NP_036247.1, 
NW_017363815.1,BestRefSeq,CDS,48510,48578,48511,48579,CASP8AP2,9994,NP_036247.1, 
NW_017363815.1,BestRefSeq,CDS,50161,50261,50162,50262,CASP8AP2,9994,NP_036247.1, 
NW_017363815.1,BestRefSeq,CDS,50814,50888,50815,50889,CASP8AP2,9994,NP_036247.1, 
NW_017363815.1,BestRefSeq,CDS,52428,52543,52429,52544,CASP8AP2,9994,NP_036247.1, 
NW_017363815.1,BestRefSeq,CDS,57470,59715,57471,59716,CASP8AP2,9994,NP_036247.1, 
NW_017363815.1,BestRefSeq,CDS,61297,64426,61298,64427,CASP8AP2,9994,NP_036247.1, 
NW_017363815.1,BestRefSeq,CDS,66633,66732,66634,66733,CASP8AP2,9994,NP_036247.1, 
NW_017363815.1,BestRefSeq,CDS,69053,69105,69054,69106,CASP8AP2,9994,NP_036247.1, 
NW_017363815.1,BestRefSeq,CDS,71493,71496,71494,71497,CASP8AP2,9994,NP_036247.1, 
NW_017363815.1,BestRefSeq,mRNA,25224,72123,25225,72124,CASP8AP2,9994,NM_001137667.2, 
NW_017363815.1,BestRefSeq,exon,25224,25411,25225,25412,CASP8AP2,9994,NM_001137667.2, 
NW_017363815.1,BestRefSeq,exon,41906,41988,41907,41989,CASP8AP2,9994,NM_001137667.2, 
NW_017363815.1,BestRefSeq,exon,48510,48578,48511,48579,CASP8AP2,9994,NM_001137667.2, 
NW_017363815.1,BestRefSeq,exon,50161,50261,50162,50262,CASP8AP2,9994,NM_001137667.2, 
NW_017363815.1,BestRefSeq,exon,50814,50888,50815,50889,CASP8AP2,9994,NM_001137667.2, 
NW_017363815.1,BestRefSeq,exon,52428,52543,52429,52544,CASP8AP2,9994,NM_001137667.2, 
NW_017363815.1,BestRefSeq,exon,57470,59715,57471,59716,CASP8AP2,9994,NM_001137667.2, 
NW_017363815.1,BestRefSeq,exon,61297,64426,61298,64427,CASP8AP2,9994,NM_001137667.2, 
NW_017363815.1,BestRefSeq,exon,66633,66732,66634,66733,CASP8AP2,9994,NM_001137667.2, 
NW_017363815.1,BestRefSeq,exon,69053,69105,69054,69106,CASP8AP2,9994,NM_001137667.2, 
NW_017363815.1,BestRefSeq,exon,71493,72123,71494,72124,CASP8AP2,9994,NM_001137667.2, 
NW_017363815.1,BestRefSeq,CDS,41934,41988,41935,41989,CASP8AP2,9994,NP_001131139.1, 
NW_017363815.1,BestRefSeq,CDS,48510,48578,48511,48579,CASP8AP2,9994,NP_001131139.1, 
NW_017363815.1,BestRefSeq,CDS,50161,50261,50162,50262,CASP8AP2,9994,NP_001131139.1, 
NW_017363815.1,BestRefSeq,CDS,50814,50888,50815,50889,CASP8AP2,9994,NP_001131139.1, 
NW_017363815.1,BestRefSeq,CDS,52428,52543,52429,52544,CASP8AP2,9994,NP_001131139.1, 
NW_017363815.1,BestRefSeq,CDS,57470,59715,57471,59716,CASP8AP2,9994,NP_001131139.1, 
NW_017363815.1,BestRefSeq,CDS,61297,64426,61298,64427,CASP8AP2,9994,NP_001131139.1, 
NW_017363815.1,BestRefSeq,CDS,66633,66732,66634,66733,CASP8AP2,9994,NP_001131139.1, 
NW_017363815.1,BestRefSeq,CDS,69053,69105,69054,69106,CASP8AP2,9994,NP_001131139.1, 
NW_017363815.1,BestRefSeq,CDS,71493,71496,71494,71497,CASP8AP2,9994,NP_001131139.1, 
NW_017363815.1,BestRefSeq,mRNA,25224,72123,25225,72124,CASP8AP2,9994,NM_001137668.2, 
NW_017363815.1,BestRefSeq,exon,25224,25278,25225,25279,CASP8AP2,9994,NM_001137668.2, 
NW_017363815.1,BestRefSeq,exon,41906,41988,41907,41989,CASP8AP2,9994,NM_001137668.2, 
NW_017363815.1,BestRefSeq,exon,48510,48578,48511,48579,CASP8AP2,9994,NM_001137668.2, 
NW_017363815.1,BestRefSeq,exon,50161,50261,50162,50262,CASP8AP2,9994,NM_001137668.2, 
NW_017363815.1,BestRefSeq,exon,50814,50888,50815,50889,CASP8AP2,9994,NM_001137668.2, 
NW_017363815.1,BestRefSeq,exon,52428,52543,52429,52544,CASP8AP2,9994,NM_001137668.2, 
NW_017363815.1,BestRefSeq,exon,57470,59715,57471,59716,CASP8AP2,9994,NM_001137668.2, 
NW_017363815.1,BestRefSeq,exon,61297,64426,61298,64427,CASP8AP2,9994,NM_001137668.2, 
NW_017363815.1,BestRefSeq,exon,66633,66732,66634,66733,CASP8AP2,9994,NM_001137668.2, 
NW_017363815.1,BestRefSeq,exon,69053,69105,69054,69106,CASP8AP2,9994,NM_001137668.2, 
NW_017363815.1,BestRefSeq,exon,71493,72123,71494,72124,CASP8AP2,9994,NM_001137668.2, 
NW_017363815.1,BestRefSeq,CDS,41934,41988,41935,41989,CASP8AP2,9994,NP_001131140.1, 
NW_017363815.1,BestRefSeq,CDS,48510,48578,48511,48579,CASP8AP2,9994,NP_001131140.1, 
NW_017363815.1,BestRefSeq,CDS,50161,50261,50162,50262,CASP8AP2,9994,NP_001131140.1, 
NW_017363815.1,BestRefSeq,CDS,50814,50888,50815,50889,CASP8AP2,9994,NP_001131140.1, 
NW_017363815.1,BestRefSeq,CDS,52428,52543,52429,52544,CASP8AP2,9994,NP_001131140.1, 
NW_017363815.1,BestRefSeq,CDS,57470,59715,57471,59716,CASP8AP2,9994,NP_001131140.1, 
NW_017363815.1,BestRefSeq,CDS,61297,64426,61298,64427,CASP8AP2,9994,NP_001131140.1, 
NW_017363815.1,BestRefSeq,CDS,66633,66732,66634,66733,CASP8AP2,9994,NP_001131140.1, 
NW_017363815.1,BestRefSeq,CDS,69053,69105,69054,69106,CASP8AP2,9994,NP_001131140.1, 
NW_017363815.1,BestRefSeq,CDS,71493,71496,71494,71497,CASP8AP2,9994,NP_001131140.1, 
NW_017363815.1,RefSeq,sequence_feature,70070,139426,70071,139427,,,, 
NW_017363815.1,Curated Genomic,pseudogene,74176,74619,74177,74620,RPL22P14,100270960,, 
NW_017363815.1,Curated Genomic,exon,74176,74619,74177,74620,RPL22P14,100270960,, 
NW_017363815.1,Curated Genomic,pseudogene,83741,85727,83742,85728,LOC644269,644269,, 
NW_017363815.1,BestRefSeq,gene,92156,93807,92157,93808,GJA10,84694,, 
NW_017363815.1,BestRefSeq,mRNA,92156,93807,92157,93808,GJA10,84694,NM_032602.2, 
NW_017363815.1,BestRefSeq,exon,92156,93807,92157,93808,GJA10,84694,NM_032602.2, 
NW_017363815.1,BestRefSeq,CDS,92156,93787,92157,93788,GJA10,84694,NP_115991.1, 
NW_017363815.1,BestRefSeq,gene,124215,136039,124216,136040,BACH2,60468,, 
NW_017363815.1,BestRefSeq,mRNA,124215,136039,124216,136040,BACH2,60468,NM_021813.4, 
NW_017363815.1,BestRefSeq,exon,135831,136039,135832,136040,BACH2,60468,NM_021813.4, 
NW_017363815.1,BestRefSeq,exon,124215,130577,124216,130578,BACH2,60468,NM_021813.4, 
NW_017363815.1,BestRefSeq,CDS,135831,136039,135832,136040,BACH2,60468,NP_068585.1, 
NW_017363815.1,BestRefSeq,CDS,130095,130577,130096,130578,BACH2,60468,NP_068585.1, 
NW_017363815.1,BestRefSeq,mRNA,124215,136039,124216,136040,BACH2,60468,NM_001170794.2, 
NW_017363815.1,BestRefSeq,exon,135831,136039,135832,136040,BACH2,60468,NM_001170794.2, 
NW_017363815.1,BestRefSeq,exon,124215,130577,124216,130578,BACH2,60468,NM_001170794.2, 
NW_017363815.1,BestRefSeq,CDS,135831,136039,135832,136040,BACH2,60468,NP_001164265.1, 
NW_017363815.1,BestRefSeq,CDS,130095,130577,130096,130578,BACH2,60468,NP_001164265.1, 
NW_017363815.1,RefSeq,match,9877,11558,9878,11559,,,, 
NW_017363815.1,RefSeq,cDNA_match,14837,15138,14838,15139,,,, 
NW_017363815.1,RefSeq,match,74076,74719,74077,74720,,,, 
NW_017363815.1,RefSeq,match,83641,85727,83642,85728,,,, 
NW_017363815.1,RefSeq,cDNA_match,135831,136039,135832,136040,,,, 
NW_017363815.1,RefSeq,cDNA_match,124215,130577,124216,130578,,,, 
NW_017363815.1,RefSeq,cDNA_match,135831,136039,135832,136040,,,, 
NW_017363815.1,RefSeq,cDNA_match,124215,130577,124216,130578,,,, 
