sequence_id,refseq,region,start_index,end_index,start,end,gene,gene_id,genbank,ensembl
NW_003315945.1,Gnomon,gene,372,18054,373,18055,LOC107987423,107987423,, 
NW_003315945.1,Gnomon,mRNA,372,18054,373,18055,LOC107987423,107987423,XM_017030236.2, 
NW_003315945.1,Gnomon,exon,372,528,373,529,LOC107987423,107987423,XM_017030236.2, 
NW_003315945.1,Gnomon,exon,1261,1365,1262,1366,LOC107987423,107987423,XM_017030236.2, 
NW_003315945.1,Gnomon,exon,3938,3976,3939,3977,LOC107987423,107987423,XM_017030236.2, 
NW_003315945.1,Gnomon,exon,7857,7997,7858,7998,LOC107987423,107987423,XM_017030236.2, 
NW_003315945.1,Gnomon,exon,9891,9974,9892,9975,LOC107987423,107987423,XM_017030236.2, 
NW_003315945.1,Gnomon,exon,10237,10384,10238,10385,LOC107987423,107987423,XM_017030236.2, 
NW_003315945.1,Gnomon,exon,14441,14572,14442,14573,LOC107987423,107987423,XM_017030236.2, 
NW_003315945.1,Gnomon,exon,17304,17376,17305,17377,LOC107987423,107987423,XM_017030236.2, 
NW_003315945.1,Gnomon,exon,17673,18054,17674,18055,LOC107987423,107987423,XM_017030236.2, 
NW_003315945.1,Gnomon,CDS,1306,1365,1307,1366,LOC107987423,107987423,XP_016885725.1, 
NW_003315945.1,Gnomon,CDS,3938,3976,3939,3977,LOC107987423,107987423,XP_016885725.1, 
NW_003315945.1,Gnomon,CDS,7857,7997,7858,7998,LOC107987423,107987423,XP_016885725.1, 
NW_003315945.1,Gnomon,CDS,9891,9974,9892,9975,LOC107987423,107987423,XP_016885725.1, 
NW_003315945.1,Gnomon,CDS,10237,10384,10238,10385,LOC107987423,107987423,XP_016885725.1, 
NW_003315945.1,Gnomon,CDS,14441,14572,14442,14573,LOC107987423,107987423,XP_016885725.1, 
NW_003315945.1,Gnomon,CDS,17304,17376,17305,17377,LOC107987423,107987423,XP_016885725.1, 
NW_003315945.1,Gnomon,CDS,17673,17856,17674,17857,LOC107987423,107987423,XP_016885725.1, 
NW_003315945.1,BestRefSeq,gene,26723,57000,26724,57001,CES1,1066,, 
NW_003315945.1,BestRefSeq,mRNA,26723,57000,26724,57001,CES1,1066,NM_001266.5, 
NW_003315945.1,BestRefSeq,exon,56908,57000,56909,57001,CES1,1066,NM_001266.5, 
NW_003315945.1,BestRefSeq,exon,52647,52851,52648,52852,CES1,1066,NM_001266.5, 
NW_003315945.1,BestRefSeq,exon,50028,50172,50029,50173,CES1,1066,NM_001266.5, 
NW_003315945.1,BestRefSeq,exon,47427,47560,47428,47561,CES1,1066,NM_001266.5, 
NW_003315945.1,BestRefSeq,exon,45245,45398,45246,45399,CES1,1066,NM_001266.5, 
NW_003315945.1,BestRefSeq,exon,44249,44356,44250,44357,CES1,1066,NM_001266.5, 
NW_003315945.1,BestRefSeq,exon,43412,43516,43413,43517,CES1,1066,NM_001266.5, 
NW_003315945.1,BestRefSeq,exon,40801,40839,40802,40840,CES1,1066,NM_001266.5, 
NW_003315945.1,BestRefSeq,exon,36780,36920,36781,36921,CES1,1066,NM_001266.5, 
NW_003315945.1,BestRefSeq,exon,34803,34883,34804,34884,CES1,1066,NM_001266.5, 
NW_003315945.1,BestRefSeq,exon,34393,34540,34394,34541,CES1,1066,NM_001266.5, 
NW_003315945.1,BestRefSeq,exon,30205,30336,30206,30337,CES1,1066,NM_001266.5, 
NW_003315945.1,BestRefSeq,exon,27401,27473,27402,27474,CES1,1066,NM_001266.5, 
NW_003315945.1,BestRefSeq,exon,26723,27104,26724,27105,CES1,1066,NM_001266.5, 
NW_003315945.1,BestRefSeq,CDS,56908,56959,56909,56960,CES1,1066,NP_001257.4, 
NW_003315945.1,BestRefSeq,CDS,52647,52851,52648,52852,CES1,1066,NP_001257.4, 
NW_003315945.1,BestRefSeq,CDS,50028,50172,50029,50173,CES1,1066,NP_001257.4, 
NW_003315945.1,BestRefSeq,CDS,47427,47560,47428,47561,CES1,1066,NP_001257.4, 
NW_003315945.1,BestRefSeq,CDS,45245,45398,45246,45399,CES1,1066,NP_001257.4, 
NW_003315945.1,BestRefSeq,CDS,44249,44356,44250,44357,CES1,1066,NP_001257.4, 
NW_003315945.1,BestRefSeq,CDS,43412,43516,43413,43517,CES1,1066,NP_001257.4, 
NW_003315945.1,BestRefSeq,CDS,40801,40839,40802,40840,CES1,1066,NP_001257.4, 
NW_003315945.1,BestRefSeq,CDS,36780,36920,36781,36921,CES1,1066,NP_001257.4, 
NW_003315945.1,BestRefSeq,CDS,34803,34883,34804,34884,CES1,1066,NP_001257.4, 
NW_003315945.1,BestRefSeq,CDS,34393,34540,34394,34541,CES1,1066,NP_001257.4, 
NW_003315945.1,BestRefSeq,CDS,30205,30336,30206,30337,CES1,1066,NP_001257.4, 
NW_003315945.1,BestRefSeq,CDS,27401,27473,27402,27474,CES1,1066,NP_001257.4, 
NW_003315945.1,BestRefSeq,CDS,26921,27104,26922,27105,CES1,1066,NP_001257.4, 
NW_003315945.1,BestRefSeq,mRNA,26723,57000,26724,57001,CES1,1066,NM_001025194.2, 
NW_003315945.1,BestRefSeq,exon,56908,57000,56909,57001,CES1,1066,NM_001025194.2, 
NW_003315945.1,BestRefSeq,exon,52647,52851,52648,52852,CES1,1066,NM_001025194.2, 
NW_003315945.1,BestRefSeq,exon,50028,50172,50029,50173,CES1,1066,NM_001025194.2, 
NW_003315945.1,BestRefSeq,exon,47427,47560,47428,47561,CES1,1066,NM_001025194.2, 
NW_003315945.1,BestRefSeq,exon,45245,45398,45246,45399,CES1,1066,NM_001025194.2, 
NW_003315945.1,BestRefSeq,exon,44249,44356,44250,44357,CES1,1066,NM_001025194.2, 
NW_003315945.1,BestRefSeq,exon,43412,43516,43413,43517,CES1,1066,NM_001025194.2, 
NW_003315945.1,BestRefSeq,exon,40801,40839,40802,40840,CES1,1066,NM_001025194.2, 
NW_003315945.1,BestRefSeq,exon,36780,36920,36781,36921,CES1,1066,NM_001025194.2, 
NW_003315945.1,BestRefSeq,exon,34803,34886,34804,34887,CES1,1066,NM_001025194.2, 
NW_003315945.1,BestRefSeq,exon,34393,34540,34394,34541,CES1,1066,NM_001025194.2, 
NW_003315945.1,BestRefSeq,exon,30205,30336,30206,30337,CES1,1066,NM_001025194.2, 
NW_003315945.1,BestRefSeq,exon,27401,27473,27402,27474,CES1,1066,NM_001025194.2, 
NW_003315945.1,BestRefSeq,exon,26723,27104,26724,27105,CES1,1066,NM_001025194.2, 
NW_003315945.1,BestRefSeq,CDS,56908,56959,56909,56960,CES1,1066,NP_001020365.1, 
NW_003315945.1,BestRefSeq,CDS,52647,52851,52648,52852,CES1,1066,NP_001020365.1, 
NW_003315945.1,BestRefSeq,CDS,50028,50172,50029,50173,CES1,1066,NP_001020365.1, 
NW_003315945.1,BestRefSeq,CDS,47427,47560,47428,47561,CES1,1066,NP_001020365.1, 
NW_003315945.1,BestRefSeq,CDS,45245,45398,45246,45399,CES1,1066,NP_001020365.1, 
NW_003315945.1,BestRefSeq,CDS,44249,44356,44250,44357,CES1,1066,NP_001020365.1, 
NW_003315945.1,BestRefSeq,CDS,43412,43516,43413,43517,CES1,1066,NP_001020365.1, 
NW_003315945.1,BestRefSeq,CDS,40801,40839,40802,40840,CES1,1066,NP_001020365.1, 
NW_003315945.1,BestRefSeq,CDS,36780,36920,36781,36921,CES1,1066,NP_001020365.1, 
NW_003315945.1,BestRefSeq,CDS,34803,34886,34804,34887,CES1,1066,NP_001020365.1, 
NW_003315945.1,BestRefSeq,CDS,34393,34540,34394,34541,CES1,1066,NP_001020365.1, 
NW_003315945.1,BestRefSeq,CDS,30205,30336,30206,30337,CES1,1066,NP_001020365.1, 
