sequence_id,refseq,region,start_index,end_index,start,end,gene,gene_id,genbank,ensembl
NT_187665.1,RefSeq,sequence_feature,0,124581,1,124582,,,, 
NT_187665.1,Gnomon,gene,25108,28779,25109,28780,LOC105372219,105372219,, 
NT_187665.1,Gnomon,lnc_RNA,25108,28779,25109,28780,LOC105372219,105372219,XR_952509.1, 
NT_187665.1,Gnomon,exon,25108,25301,25109,25302,LOC105372219,105372219,XR_952509.1, 
NT_187665.1,Gnomon,exon,26810,26880,26811,26881,LOC105372219,105372219,XR_952509.1, 
NT_187665.1,Gnomon,exon,27400,28779,27401,28780,LOC105372219,105372219,XR_952509.1, 
NT_187665.1,Gnomon,gene,62627,65495,62628,65496,LOC105372220,105372220,, 
NT_187665.1,Gnomon,lnc_RNA,62627,65495,62628,65496,LOC105372220,105372220,XR_952513.1, 
NT_187665.1,Gnomon,exon,65245,65495,65246,65496,LOC105372220,105372220,XR_952513.1, 
NT_187665.1,Gnomon,exon,64485,64552,64486,64553,LOC105372220,105372220,XR_952513.1, 
NT_187665.1,Gnomon,exon,64270,64397,64271,64398,LOC105372220,105372220,XR_952513.1, 
NT_187665.1,Gnomon,exon,62627,63397,62628,63398,LOC105372220,105372220,XR_952513.1, 
NT_187665.1,RefSeq,sequence_feature,124582,124924,124583,124925,,,, 
NT_187665.1,RefSeq,sequence_feature,124925,158563,124926,158564,,,, 
NT_187665.1,Gnomon,gene,145827,147770,145828,147771,LOC105372221,105372221,, 
NT_187665.1,Gnomon,lnc_RNA,145827,147770,145828,147771,LOC105372221,105372221,XR_952514.1, 
NT_187665.1,Gnomon,exon,145827,146098,145828,146099,LOC105372221,105372221,XR_952514.1, 
NT_187665.1,Gnomon,exon,147340,147770,147341,147771,LOC105372221,105372221,XR_952514.1, 
