sequence_id,refseq,region,start_index,end_index,start,end,gene,gene_id,genbank,ensembl
NT_187376.1,Gnomon,gene,2584,39972,2585,39973,LOC107987373,107987373,, 
NT_187376.1,Gnomon,mRNA,2584,39972,2585,39973,LOC107987373,107987373,XM_017030111.1, 
NT_187376.1,Gnomon,exon,2584,2691,2585,2692,LOC107987373,107987373,XM_017030111.1, 
NT_187376.1,Gnomon,exon,6093,6215,6094,6216,LOC107987373,107987373,XM_017030111.1, 
NT_187376.1,Gnomon,exon,7321,7403,7322,7404,LOC107987373,107987373,XM_017030111.1, 
NT_187376.1,Gnomon,exon,7976,8049,7977,8050,LOC107987373,107987373,XM_017030111.1, 
NT_187376.1,Gnomon,exon,27738,27937,27739,27938,LOC107987373,107987373,XM_017030111.1, 
NT_187376.1,Gnomon,exon,39613,39972,39614,39973,LOC107987373,107987373,XM_017030111.1, 
NT_187376.1,Gnomon,CDS,2675,2691,2676,2692,LOC107987373,107987373,XP_016885600.1, 
NT_187376.1,Gnomon,CDS,6093,6215,6094,6216,LOC107987373,107987373,XP_016885600.1, 
NT_187376.1,Gnomon,CDS,7321,7403,7322,7404,LOC107987373,107987373,XP_016885600.1, 
NT_187376.1,Gnomon,CDS,7976,8049,7977,8050,LOC107987373,107987373,XP_016885600.1, 
NT_187376.1,Gnomon,CDS,27738,27937,27739,27938,LOC107987373,107987373,XP_016885600.1, 
NT_187376.1,Gnomon,CDS,39613,39691,39614,39692,LOC107987373,107987373,XP_016885600.1, 
NT_187376.1,Gnomon,mRNA,2584,11796,2585,11797,LOC107987373,107987373,XM_006724896.2, 
NT_187376.1,Gnomon,exon,2584,2691,2585,2692,LOC107987373,107987373,XM_006724896.2, 
NT_187376.1,Gnomon,exon,6093,6215,6094,6216,LOC107987373,107987373,XM_006724896.2, 
NT_187376.1,Gnomon,exon,7321,7403,7322,7404,LOC107987373,107987373,XM_006724896.2, 
NT_187376.1,Gnomon,exon,7976,8049,7977,8050,LOC107987373,107987373,XM_006724896.2, 
NT_187376.1,Gnomon,exon,11450,11796,11451,11797,LOC107987373,107987373,XM_006724896.2, 
NT_187376.1,Gnomon,CDS,2675,2691,2676,2692,LOC107987373,107987373,XP_006724959.1, 
NT_187376.1,Gnomon,CDS,6093,6215,6094,6216,LOC107987373,107987373,XP_006724959.1, 
NT_187376.1,Gnomon,CDS,7321,7403,7322,7404,LOC107987373,107987373,XP_006724959.1, 
NT_187376.1,Gnomon,CDS,7976,8049,7977,8050,LOC107987373,107987373,XP_006724959.1, 
NT_187376.1,Gnomon,CDS,11450,11614,11451,11615,LOC107987373,107987373,XP_006724959.1, 
NT_187376.1,Gnomon,gene,39772,46401,39773,46402,LOC107987374,107987374,, 
NT_187376.1,Gnomon,lnc_RNA,39772,46401,39773,46402,LOC107987374,107987374,XR_001756134.1, 
NT_187376.1,Gnomon,exon,45001,46401,45002,46402,LOC107987374,107987374,XR_001756134.1, 
NT_187376.1,Gnomon,exon,40025,40816,40026,40817,LOC107987374,107987374,XR_001756134.1, 
NT_187376.1,Gnomon,exon,39772,39860,39773,39861,LOC107987374,107987374,XR_001756134.1, 
NT_187376.1,Gnomon,gene,46566,48853,46567,48854,LOC107987375,107987375,, 
NT_187376.1,Gnomon,lnc_RNA,46566,48853,46567,48854,LOC107987375,107987375,XR_001756135.1, 
NT_187376.1,Gnomon,exon,46566,48283,46567,48284,LOC107987375,107987375,XR_001756135.1, 
NT_187376.1,Gnomon,exon,48435,48853,48436,48854,LOC107987375,107987375,XR_001756135.1, 
NT_187376.1,Gnomon,gene,50351,50953,50352,50954,LOC112267876,112267876,, 
NT_187376.1,Gnomon,mRNA,50351,50953,50352,50954,LOC112267876,112267876,XM_024452499.1, 
NT_187376.1,Gnomon,exon,50351,50953,50352,50954,LOC112267876,112267876,XM_024452499.1, 
NT_187376.1,Gnomon,CDS,50378,50833,50379,50834,LOC112267876,112267876,XP_024308267.1, 
NT_187376.1,Gnomon,gene,50357,53051,50358,53052,LOC102724852,102724852,, 
NT_187376.1,Gnomon,lnc_RNA,50357,53051,50358,53052,LOC102724852,102724852,XR_001756133.2, 
NT_187376.1,Gnomon,exon,51699,53051,51700,53052,LOC102724852,102724852,XR_001756133.2, 
NT_187376.1,Gnomon,exon,51468,51602,51469,51603,LOC102724852,102724852,XR_001756133.2, 
NT_187376.1,Gnomon,exon,51260,51372,51261,51373,LOC102724852,102724852,XR_001756133.2, 
NT_187376.1,Gnomon,exon,51057,51179,51058,51180,LOC102724852,102724852,XR_001756133.2, 
NT_187376.1,Gnomon,exon,50357,50969,50358,50970,LOC102724852,102724852,XR_001756133.2, 
NT_187376.1,Gnomon,lnc_RNA,50357,53051,50358,53052,LOC102724852,102724852,XR_001756132.2, 
NT_187376.1,Gnomon,exon,51699,53051,51700,53052,LOC102724852,102724852,XR_001756132.2, 
NT_187376.1,Gnomon,exon,51468,51602,51469,51603,LOC102724852,102724852,XR_001756132.2, 
NT_187376.1,Gnomon,exon,51260,51372,51261,51373,LOC102724852,102724852,XR_001756132.2, 
NT_187376.1,Gnomon,exon,51057,51179,51058,51180,LOC102724852,102724852,XR_001756132.2, 
NT_187376.1,Gnomon,exon,50357,50975,50358,50976,LOC102724852,102724852,XR_001756132.2, 
