sequence_id,refseq,region,start_index,end_index,start,end,gene,gene_id,genbank,ensembl
NT_187533.1,RefSeq,sequence_feature,0,41353,1,41354,,,, 
NT_187533.1,BestRefSeq,gene,1178,9496,1179,9497,DHX36,170506,, 
NT_187533.1,BestRefSeq,mRNA,1178,9496,1179,9497,DHX36,170506,NM_020865.3, 
NT_187533.1,BestRefSeq,exon,1178,1279,1179,1280,DHX36,170506,NM_020865.3, 
NT_187533.1,BestRefSeq,exon,1373,1463,1374,1464,DHX36,170506,NM_020865.3, 
NT_187533.1,BestRefSeq,exon,4324,4444,4325,4445,DHX36,170506,NM_020865.3, 
NT_187533.1,BestRefSeq,exon,5143,5295,5144,5296,DHX36,170506,NM_020865.3, 
NT_187533.1,BestRefSeq,exon,5686,9496,5687,9497,DHX36,170506,NM_020865.3, 
NT_187533.1,BestRefSeq,CDS,1178,1279,1179,1280,DHX36,170506,NP_065916.2, 
NT_187533.1,BestRefSeq,CDS,1373,1463,1374,1464,DHX36,170506,NP_065916.2, 
NT_187533.1,BestRefSeq,CDS,4324,4444,4325,4445,DHX36,170506,NP_065916.2, 
NT_187533.1,BestRefSeq,CDS,5143,5295,5144,5296,DHX36,170506,NP_065916.2, 
NT_187533.1,BestRefSeq,CDS,5686,5871,5687,5872,DHX36,170506,NP_065916.2, 
NT_187533.1,BestRefSeq,mRNA,1178,9496,1179,9497,DHX36,170506,NM_001114397.2, 
NT_187533.1,BestRefSeq,exon,1178,1279,1179,1280,DHX36,170506,NM_001114397.2, 
NT_187533.1,BestRefSeq,exon,1373,1463,1374,1464,DHX36,170506,NM_001114397.2, 
NT_187533.1,BestRefSeq,exon,4324,4444,4325,4445,DHX36,170506,NM_001114397.2, 
NT_187533.1,BestRefSeq,exon,5143,5295,5144,5296,DHX36,170506,NM_001114397.2, 
NT_187533.1,BestRefSeq,exon,5686,9496,5687,9497,DHX36,170506,NM_001114397.2, 
NT_187533.1,BestRefSeq,CDS,1178,1279,1179,1280,DHX36,170506,NP_001107869.1, 
NT_187533.1,BestRefSeq,CDS,1373,1463,1374,1464,DHX36,170506,NP_001107869.1, 
NT_187533.1,BestRefSeq,CDS,4324,4444,4325,4445,DHX36,170506,NP_001107869.1, 
NT_187533.1,BestRefSeq,CDS,5143,5295,5144,5296,DHX36,170506,NP_001107869.1, 
NT_187533.1,BestRefSeq,CDS,5686,5871,5687,5872,DHX36,170506,NP_001107869.1, 
NT_187533.1,Gnomon,gene,19358,26116,19359,26117,LOC112268322,112268322,, 
NT_187533.1,Gnomon,lnc_RNA,19358,26116,19359,26117,LOC112268322,112268322,XR_002958891.1, 
NT_187533.1,Gnomon,exon,19358,22590,19359,22591,LOC112268322,112268322,XR_002958891.1, 
NT_187533.1,Gnomon,exon,23441,26116,23442,26117,LOC112268322,112268322,XR_002958891.1, 
NT_187533.1,BestRefSeq,gene,24217,164216,24218,164217,ARHGEF26,26084,, 
NT_187533.1,BestRefSeq,mRNA,24217,164216,24218,164217,ARHGEF26,26084,NM_001251962.2, 
NT_187533.1,BestRefSeq,exon,163984,164216,163985,164217,ARHGEF26,26084,NM_001251962.2, 
NT_187533.1,BestRefSeq,exon,162144,163277,162145,163278,ARHGEF26,26084,NM_001251962.2, 
NT_187533.1,BestRefSeq,exon,160770,160809,160771,160810,ARHGEF26,26084,NM_001251962.2, 
NT_187533.1,BestRefSeq,exon,155500,155645,155501,155646,ARHGEF26,26084,NM_001251962.2, 
NT_187533.1,BestRefSeq,exon,135774,135830,135775,135831,ARHGEF26,26084,NM_001251962.2, 
NT_187533.1,BestRefSeq,exon,132287,132447,132288,132448,ARHGEF26,26084,NM_001251962.2, 
NT_187533.1,BestRefSeq,exon,94203,94355,94204,94356,ARHGEF26,26084,NM_001251962.2, 
NT_187533.1,BestRefSeq,exon,90622,90751,90623,90752,ARHGEF26,26084,NM_001251962.2, 
NT_187533.1,BestRefSeq,exon,87324,87398,87325,87399,ARHGEF26,26084,NM_001251962.2, 
NT_187533.1,BestRefSeq,exon,64084,64173,64085,64174,ARHGEF26,26084,NM_001251962.2, 
NT_187533.1,BestRefSeq,exon,56032,56186,56033,56187,ARHGEF26,26084,NM_001251962.2, 
NT_187533.1,BestRefSeq,exon,41463,41672,41464,41673,ARHGEF26,26084,NM_001251962.2, 
NT_187533.1,BestRefSeq,exon,28859,28926,28860,28927,ARHGEF26,26084,NM_001251962.2, 
NT_187533.1,BestRefSeq,exon,27218,27322,27219,27323,ARHGEF26,26084,NM_001251962.2, 
NT_187533.1,BestRefSeq,exon,24217,26711,24218,26712,ARHGEF26,26084,NM_001251962.2, 
NT_187533.1,BestRefSeq,CDS,162144,163226,162145,163227,ARHGEF26,26084,NP_001238891.1, 
NT_187533.1,BestRefSeq,CDS,160770,160809,160771,160810,ARHGEF26,26084,NP_001238891.1, 
NT_187533.1,BestRefSeq,CDS,155500,155645,155501,155646,ARHGEF26,26084,NP_001238891.1, 
NT_187533.1,BestRefSeq,CDS,135774,135830,135775,135831,ARHGEF26,26084,NP_001238891.1, 
NT_187533.1,BestRefSeq,CDS,132287,132447,132288,132448,ARHGEF26,26084,NP_001238891.1, 
NT_187533.1,BestRefSeq,CDS,94203,94355,94204,94356,ARHGEF26,26084,NP_001238891.1, 
NT_187533.1,BestRefSeq,CDS,90622,90751,90623,90752,ARHGEF26,26084,NP_001238891.1, 
NT_187533.1,BestRefSeq,CDS,87324,87398,87325,87399,ARHGEF26,26084,NP_001238891.1, 
NT_187533.1,BestRefSeq,CDS,64084,64173,64085,64174,ARHGEF26,26084,NP_001238891.1, 
NT_187533.1,BestRefSeq,CDS,56032,56186,56033,56187,ARHGEF26,26084,NP_001238891.1, 
NT_187533.1,BestRefSeq,CDS,41463,41672,41464,41673,ARHGEF26,26084,NP_001238891.1, 
NT_187533.1,BestRefSeq,CDS,28859,28926,28860,28927,ARHGEF26,26084,NP_001238891.1, 
NT_187533.1,BestRefSeq,CDS,27218,27322,27219,27323,ARHGEF26,26084,NP_001238891.1, 
NT_187533.1,BestRefSeq,CDS,26569,26711,26570,26712,ARHGEF26,26084,NP_001238891.1, 
NT_187533.1,BestRefSeq,mRNA,24217,163829,24218,163830,ARHGEF26,26084,NM_001251963.2, 
NT_187533.1,BestRefSeq,exon,163700,163829,163701,163830,ARHGEF26,26084,NM_001251963.2, 
NT_187533.1,BestRefSeq,exon,162144,163277,162145,163278,ARHGEF26,26084,NM_001251963.2, 
NT_187533.1,BestRefSeq,exon,160770,160809,160771,160810,ARHGEF26,26084,NM_001251963.2, 
NT_187533.1,BestRefSeq,exon,155500,155645,155501,155646,ARHGEF26,26084,NM_001251963.2, 
NT_187533.1,BestRefSeq,exon,135774,135830,135775,135831,ARHGEF26,26084,NM_001251963.2, 
NT_187533.1,BestRefSeq,exon,132287,132447,132288,132448,ARHGEF26,26084,NM_001251963.2, 
NT_187533.1,BestRefSeq,exon,94203,94355,94204,94356,ARHGEF26,26084,NM_001251963.2, 
NT_187533.1,BestRefSeq,exon,90622,90751,90623,90752,ARHGEF26,26084,NM_001251963.2, 
NT_187533.1,BestRefSeq,exon,87324,87398,87325,87399,ARHGEF26,26084,NM_001251963.2, 
NT_187533.1,BestRefSeq,exon,64084,64173,64085,64174,ARHGEF26,26084,NM_001251963.2, 
NT_187533.1,BestRefSeq,exon,56032,56186,56033,56187,ARHGEF26,26084,NM_001251963.2, 
NT_187533.1,BestRefSeq,exon,41463,41672,41464,41673,ARHGEF26,26084,NM_001251963.2, 
NT_187533.1,BestRefSeq,exon,28859,28926,28860,28927,ARHGEF26,26084,NM_001251963.2, 
NT_187533.1,BestRefSeq,exon,27218,27257,27219,27258,ARHGEF26,26084,NM_001251963.2, 
NT_187533.1,BestRefSeq,exon,24217,26711,24218,26712,ARHGEF26,26084,NM_001251963.2, 
NT_187533.1,BestRefSeq,CDS,162144,163226,162145,163227,ARHGEF26,26084,NP_001238892.1, 
NT_187533.1,BestRefSeq,CDS,160770,160809,160771,160810,ARHGEF26,26084,NP_001238892.1, 
NT_187533.1,BestRefSeq,CDS,155500,155645,155501,155646,ARHGEF26,26084,NP_001238892.1, 
NT_187533.1,BestRefSeq,CDS,135774,135830,135775,135831,ARHGEF26,26084,NP_001238892.1, 
NT_187533.1,BestRefSeq,CDS,132287,132447,132288,132448,ARHGEF26,26084,NP_001238892.1, 
NT_187533.1,BestRefSeq,CDS,94203,94355,94204,94356,ARHGEF26,26084,NP_001238892.1, 
NT_187533.1,BestRefSeq,CDS,90622,90751,90623,90752,ARHGEF26,26084,NP_001238892.1, 
NT_187533.1,BestRefSeq,CDS,87324,87398,87325,87399,ARHGEF26,26084,NP_001238892.1, 
NT_187533.1,BestRefSeq,CDS,64084,64173,64085,64174,ARHGEF26,26084,NP_001238892.1, 
NT_187533.1,BestRefSeq,CDS,56032,56186,56033,56187,ARHGEF26,26084,NP_001238892.1, 
NT_187533.1,BestRefSeq,CDS,41463,41672,41464,41673,ARHGEF26,26084,NP_001238892.1, 
NT_187533.1,BestRefSeq,CDS,28859,28926,28860,28927,ARHGEF26,26084,NP_001238892.1, 
NT_187533.1,BestRefSeq,CDS,27250,27257,27251,27258,ARHGEF26,26084,NP_001238892.1, 
NT_187533.1,BestRefSeq,mRNA,24217,163829,24218,163830,ARHGEF26,26084,NM_015595.4, 
NT_187533.1,BestRefSeq,exon,163700,163829,163701,163830,ARHGEF26,26084,NM_015595.4, 
NT_187533.1,BestRefSeq,exon,162144,163277,162145,163278,ARHGEF26,26084,NM_015595.4, 
NT_187533.1,BestRefSeq,exon,160770,160809,160771,160810,ARHGEF26,26084,NM_015595.4, 
NT_187533.1,BestRefSeq,exon,155500,155645,155501,155646,ARHGEF26,26084,NM_015595.4, 
NT_187533.1,BestRefSeq,exon,135774,135830,135775,135831,ARHGEF26,26084,NM_015595.4, 
NT_187533.1,BestRefSeq,exon,132287,132447,132288,132448,ARHGEF26,26084,NM_015595.4, 
NT_187533.1,BestRefSeq,exon,94203,94355,94204,94356,ARHGEF26,26084,NM_015595.4, 
NT_187533.1,BestRefSeq,exon,90622,90751,90623,90752,ARHGEF26,26084,NM_015595.4, 
NT_187533.1,BestRefSeq,exon,87324,87398,87325,87399,ARHGEF26,26084,NM_015595.4, 
NT_187533.1,BestRefSeq,exon,64084,64173,64085,64174,ARHGEF26,26084,NM_015595.4, 
NT_187533.1,BestRefSeq,exon,56032,56186,56033,56187,ARHGEF26,26084,NM_015595.4, 
NT_187533.1,BestRefSeq,exon,41463,41672,41464,41673,ARHGEF26,26084,NM_015595.4, 
NT_187533.1,BestRefSeq,exon,28859,28926,28860,28927,ARHGEF26,26084,NM_015595.4, 
NT_187533.1,BestRefSeq,exon,27218,27322,27219,27323,ARHGEF26,26084,NM_015595.4, 
NT_187533.1,BestRefSeq,exon,24217,26711,24218,26712,ARHGEF26,26084,NM_015595.4, 
NT_187533.1,BestRefSeq,CDS,162144,163226,162145,163227,ARHGEF26,26084,NP_056410.3, 
NT_187533.1,BestRefSeq,CDS,160770,160809,160771,160810,ARHGEF26,26084,NP_056410.3, 
NT_187533.1,BestRefSeq,CDS,155500,155645,155501,155646,ARHGEF26,26084,NP_056410.3, 
NT_187533.1,BestRefSeq,CDS,135774,135830,135775,135831,ARHGEF26,26084,NP_056410.3, 
NT_187533.1,BestRefSeq,CDS,132287,132447,132288,132448,ARHGEF26,26084,NP_056410.3, 
NT_187533.1,BestRefSeq,CDS,94203,94355,94204,94356,ARHGEF26,26084,NP_056410.3, 
NT_187533.1,BestRefSeq,CDS,90622,90751,90623,90752,ARHGEF26,26084,NP_056410.3, 
NT_187533.1,BestRefSeq,CDS,87324,87398,87325,87399,ARHGEF26,26084,NP_056410.3, 
NT_187533.1,BestRefSeq,CDS,64084,64173,64085,64174,ARHGEF26,26084,NP_056410.3, 
NT_187533.1,BestRefSeq,CDS,56032,56186,56033,56187,ARHGEF26,26084,NP_056410.3, 
NT_187533.1,BestRefSeq,CDS,41463,41672,41464,41673,ARHGEF26,26084,NP_056410.3, 
NT_187533.1,BestRefSeq,CDS,28859,28926,28860,28927,ARHGEF26,26084,NP_056410.3, 
NT_187533.1,BestRefSeq,CDS,27218,27322,27219,27323,ARHGEF26,26084,NP_056410.3, 
NT_187533.1,BestRefSeq,CDS,26569,26711,26570,26712,ARHGEF26,26084,NP_056410.3, 
NT_187533.1,Gnomon,gene,30301,33574,30302,33575,LOC105374167,105374167,, 
NT_187533.1,Gnomon,lnc_RNA,30301,33574,30302,33575,LOC105374167,105374167,XR_951649.3, 
NT_187533.1,Gnomon,exon,30301,30720,30302,30721,LOC105374167,105374167,XR_951649.3, 
NT_187533.1,Gnomon,exon,30815,33574,30816,33575,LOC105374167,105374167,XR_951649.3, 
NT_187533.1,RefSeq,sequence_feature,41354,41608,41355,41609,,,, 
NT_187533.1,RefSeq,sequence_feature,41609,84284,41610,84285,,,, 
NT_187533.1,RefSeq,sequence_feature,120833,173648,120834,173649,,,, 
NT_187533.1,Gnomon,gene,163891,166218,163892,166219,LOC107987407,107987407,, 
NT_187533.1,Gnomon,lnc_RNA,163891,166218,163892,166219,LOC107987407,107987407,XR_001756249.1, 
NT_187533.1,Gnomon,exon,163891,164147,163892,164148,LOC107987407,107987407,XR_001756249.1, 
NT_187533.1,Gnomon,exon,165411,166218,165412,166219,LOC107987407,107987407,XR_001756249.1, 
NT_187533.1,RefSeq,cDNA_match,1178,1279,1179,1280,,,, 
NT_187533.1,RefSeq,cDNA_match,1373,1463,1374,1464,,,, 
NT_187533.1,RefSeq,cDNA_match,4324,4444,4325,4445,,,, 
NT_187533.1,RefSeq,cDNA_match,5143,5295,5144,5296,,,, 
NT_187533.1,RefSeq,cDNA_match,5686,9496,5687,9497,,,, 
NT_187533.1,RefSeq,cDNA_match,1178,1279,1179,1280,,,, 
NT_187533.1,RefSeq,cDNA_match,1373,1463,1374,1464,,,, 
NT_187533.1,RefSeq,cDNA_match,4324,4444,4325,4445,,,, 
NT_187533.1,RefSeq,cDNA_match,5143,5295,5144,5296,,,, 
NT_187533.1,RefSeq,cDNA_match,5686,9496,5687,9497,,,, 
NT_187533.1,RefSeq,match,22215,169216,22216,169217,,,, 
