sequence_id,refseq,region,start_index,end_index,start,end,gene,gene_id,genbank,ensembl
NW_016107308.1,RefSeq,sequence_feature,0,23295,1,23296,,,, 
NW_016107308.1,BestRefSeq,pseudogene,9539,15075,9540,15076,LILRP2,79166,, 
NW_016107308.1,BestRefSeq,transcript,9539,15075,9540,15076,LILRP2,79166,NR_003061.2, 
NW_016107308.1,BestRefSeq,exon,9539,10061,9540,10062,LILRP2,79166,NR_003061.2, 
NW_016107308.1,BestRefSeq,exon,10225,10509,10226,10510,LILRP2,79166,NR_003061.2, 
NW_016107308.1,BestRefSeq,exon,10659,10968,10660,10969,LILRP2,79166,NR_003061.2, 
NW_016107308.1,BestRefSeq,exon,11178,11474,11179,11475,LILRP2,79166,NR_003061.2, 
NW_016107308.1,BestRefSeq,exon,11730,12032,11731,12033,LILRP2,79166,NR_003061.2, 
NW_016107308.1,BestRefSeq,exon,14520,14570,14521,14571,LILRP2,79166,NR_003061.2, 
NW_016107308.1,BestRefSeq,exon,14719,15075,14720,15076,LILRP2,79166,NR_003061.2, 
NW_016107308.1,BestRefSeq,gene,26071,38218,26072,38219,KIR3DL3,115653,, 
NW_016107308.1,BestRefSeq,mRNA,26071,38218,26072,38219,KIR3DL3,115653,NM_153443.5, 
NW_016107308.1,BestRefSeq,exon,26071,26159,26072,26160,KIR3DL3,115653,NM_153443.5, 
NW_016107308.1,BestRefSeq,exon,26837,26872,26838,26873,KIR3DL3,115653,NM_153443.5, 
NW_016107308.1,BestRefSeq,exon,27643,27927,27644,27928,KIR3DL3,115653,NM_153443.5, 
NW_016107308.1,BestRefSeq,exon,29201,29500,29202,29501,KIR3DL3,115653,NM_153443.5, 
NW_016107308.1,BestRefSeq,exon,31079,31372,31080,31373,KIR3DL3,115653,NM_153443.5, 
NW_016107308.1,BestRefSeq,exon,36839,36943,36840,36944,KIR3DL3,115653,NM_153443.5, 
NW_016107308.1,BestRefSeq,exon,37406,37458,37407,37459,KIR3DL3,115653,NM_153443.5, 
NW_016107308.1,BestRefSeq,exon,37557,38218,37558,38219,KIR3DL3,115653,NM_153443.5, 
NW_016107308.1,BestRefSeq,CDS,26126,26159,26127,26160,KIR3DL3,115653,NP_703144.3, 
NW_016107308.1,BestRefSeq,CDS,26837,26872,26838,26873,KIR3DL3,115653,NP_703144.3, 
NW_016107308.1,BestRefSeq,CDS,27643,27927,27644,27928,KIR3DL3,115653,NP_703144.3, 
NW_016107308.1,BestRefSeq,CDS,29201,29500,29202,29501,KIR3DL3,115653,NP_703144.3, 
NW_016107308.1,BestRefSeq,CDS,31079,31372,31080,31373,KIR3DL3,115653,NP_703144.3, 
NW_016107308.1,BestRefSeq,CDS,36839,36943,36840,36944,KIR3DL3,115653,NP_703144.3, 
NW_016107308.1,BestRefSeq,CDS,37406,37458,37407,37459,KIR3DL3,115653,NP_703144.3, 
NW_016107308.1,BestRefSeq,CDS,37557,37682,37558,37683,KIR3DL3,115653,NP_703144.3, 
NW_016107308.1,BestRefSeq,gene,40099,54639,40100,54640,KIR2DL3,3804,, 
NW_016107308.1,BestRefSeq,mRNA,40099,54639,40100,54640,KIR2DL3,3804,NM_015868.3, 
NW_016107308.1,BestRefSeq,exon,40099,40165,40100,40166,KIR2DL3,3804,NM_015868.3, 
NW_016107308.1,BestRefSeq,exon,41093,41128,41094,41129,KIR2DL3,3804,NM_015868.3, 
NW_016107308.1,BestRefSeq,exon,43566,43865,43567,43866,KIR2DL3,3804,NM_015868.3, 
NW_016107308.1,BestRefSeq,exon,45381,45674,45382,45675,KIR2DL3,3804,NM_015868.3, 
NW_016107308.1,BestRefSeq,exon,48922,48972,48923,48973,KIR2DL3,3804,NM_015868.3, 
NW_016107308.1,BestRefSeq,exon,53236,53340,53237,53341,KIR2DL3,3804,NM_015868.3, 
NW_016107308.1,BestRefSeq,exon,53803,53855,53804,53856,KIR2DL3,3804,NM_015868.3, 
NW_016107308.1,BestRefSeq,exon,53954,54639,53955,54640,KIR2DL3,3804,NM_015868.3, 
NW_016107308.1,BestRefSeq,CDS,40132,40165,40133,40166,KIR2DL3,3804,NP_056952.2, 
NW_016107308.1,BestRefSeq,CDS,41093,41128,41094,41129,KIR2DL3,3804,NP_056952.2, 
NW_016107308.1,BestRefSeq,CDS,43566,43865,43567,43866,KIR2DL3,3804,NP_056952.2, 
NW_016107308.1,BestRefSeq,CDS,45381,45674,45382,45675,KIR2DL3,3804,NP_056952.2, 
NW_016107308.1,BestRefSeq,CDS,48922,48972,48923,48973,KIR2DL3,3804,NP_056952.2, 
NW_016107308.1,BestRefSeq,CDS,53236,53340,53237,53341,KIR2DL3,3804,NP_056952.2, 
NW_016107308.1,BestRefSeq,CDS,53803,53855,53804,53856,KIR2DL3,3804,NP_056952.2, 
NW_016107308.1,BestRefSeq,CDS,53954,54106,53955,54107,KIR2DL3,3804,NP_056952.2, 
NW_016107308.1,Curated Genomic,pseudogene,56343,69468,56344,69469,KIR2DP1,554300,, 
NW_016107308.1,BestRefSeq,gene,71009,72651,71010,72652,LOC101928804,101928804,, 
NW_016107308.1,BestRefSeq,lnc_RNA,71009,72651,71010,72652,LOC101928804,101928804,NR_110738.1, 
NW_016107308.1,BestRefSeq,exon,72609,72651,72610,72652,LOC101928804,101928804,NR_110738.1, 
NW_016107308.1,BestRefSeq,exon,72328,72524,72329,72525,LOC101928804,101928804,NR_110738.1, 
NW_016107308.1,BestRefSeq,exon,71009,71478,71010,71479,LOC101928804,101928804,NR_110738.1, 
NW_016107308.1,BestRefSeq,lnc_RNA,71009,72651,71010,72652,LOC101928804,101928804,NR_110737.1, 
