sequence_id,refseq,region,start_index,end_index,start,end,gene,gene_id,genbank,ensembl
NT_187625.1,RefSeq,sequence_feature,0,16401,1,16402,,,, 
NT_187625.1,BestRefSeq,gene,182,33238,183,33239,KCNQ2,3785,, 
NT_187625.1,BestRefSeq,mRNA,182,33238,183,33239,KCNQ2,3785,NM_004518.6, 
NT_187625.1,BestRefSeq,exon,33148,33238,33149,33239,KCNQ2,3785,NM_004518.6, 
NT_187625.1,BestRefSeq,exon,31359,31485,31360,31486,KCNQ2,3785,NM_004518.6, 
NT_187625.1,BestRefSeq,exon,30780,30955,30781,30956,KCNQ2,3785,NM_004518.6, 
NT_187625.1,BestRefSeq,exon,29027,29152,29028,29153,KCNQ2,3785,NM_004518.6, 
NT_187625.1,BestRefSeq,exon,24880,24990,24881,24991,KCNQ2,3785,NM_004518.6, 
NT_187625.1,BestRefSeq,exon,23907,24002,23908,24003,KCNQ2,3785,NM_004518.6, 
NT_187625.1,BestRefSeq,exon,19088,19182,19089,19183,KCNQ2,3785,NM_004518.6, 
NT_187625.1,BestRefSeq,exon,13646,13714,13647,13715,KCNQ2,3785,NM_004518.6, 
NT_187625.1,BestRefSeq,exon,9456,9485,9457,9486,KCNQ2,3785,NM_004518.6, 
NT_187625.1,BestRefSeq,exon,182,405,183,406,KCNQ2,3785,NM_004518.6, 
NT_187625.1,BestRefSeq,CDS,33148,33238,33149,33239,KCNQ2,3785,NP_004509.2, 
NT_187625.1,BestRefSeq,CDS,31359,31485,31360,31486,KCNQ2,3785,NP_004509.2, 
NT_187625.1,BestRefSeq,CDS,30780,30955,30781,30956,KCNQ2,3785,NP_004509.2, 
NT_187625.1,BestRefSeq,CDS,29027,29152,29028,29153,KCNQ2,3785,NP_004509.2, 
NT_187625.1,BestRefSeq,CDS,24880,24990,24881,24991,KCNQ2,3785,NP_004509.2, 
NT_187625.1,BestRefSeq,CDS,23907,24002,23908,24003,KCNQ2,3785,NP_004509.2, 
NT_187625.1,BestRefSeq,CDS,19088,19182,19089,19183,KCNQ2,3785,NP_004509.2, 
NT_187625.1,BestRefSeq,CDS,13646,13714,13647,13715,KCNQ2,3785,NP_004509.2, 
NT_187625.1,BestRefSeq,CDS,9456,9485,9457,9486,KCNQ2,3785,NP_004509.2, 
NT_187625.1,BestRefSeq,CDS,182,405,183,406,KCNQ2,3785,NP_004509.2, 
NT_187625.1,BestRefSeq,mRNA,182,33238,183,33239,KCNQ2,3785,NM_172108.5, 
NT_187625.1,BestRefSeq,exon,33148,33238,33149,33239,KCNQ2,3785,NM_172108.5, 
NT_187625.1,BestRefSeq,exon,31359,31485,31360,31486,KCNQ2,3785,NM_172108.5, 
NT_187625.1,BestRefSeq,exon,30780,30955,30781,30956,KCNQ2,3785,NM_172108.5, 
NT_187625.1,BestRefSeq,exon,29027,29152,29028,29153,KCNQ2,3785,NM_172108.5, 
NT_187625.1,BestRefSeq,exon,24880,24990,24881,24991,KCNQ2,3785,NM_172108.5, 
NT_187625.1,BestRefSeq,exon,23907,24002,23908,24003,KCNQ2,3785,NM_172108.5, 
NT_187625.1,BestRefSeq,exon,19088,19182,19089,19183,KCNQ2,3785,NM_172108.5, 
NT_187625.1,BestRefSeq,exon,16619,16648,16620,16649,KCNQ2,3785,NM_172108.5, 
NT_187625.1,BestRefSeq,exon,13646,13714,13647,13715,KCNQ2,3785,NM_172108.5, 
NT_187625.1,BestRefSeq,exon,9456,9485,9457,9486,KCNQ2,3785,NM_172108.5, 
NT_187625.1,BestRefSeq,exon,182,369,183,370,KCNQ2,3785,NM_172108.5, 
NT_187625.1,BestRefSeq,CDS,33148,33238,33149,33239,KCNQ2,3785,NP_742106.1, 
NT_187625.1,BestRefSeq,CDS,31359,31485,31360,31486,KCNQ2,3785,NP_742106.1, 
NT_187625.1,BestRefSeq,CDS,30780,30955,30781,30956,KCNQ2,3785,NP_742106.1, 
NT_187625.1,BestRefSeq,CDS,29027,29152,29028,29153,KCNQ2,3785,NP_742106.1, 
NT_187625.1,BestRefSeq,CDS,24880,24990,24881,24991,KCNQ2,3785,NP_742106.1, 
NT_187625.1,BestRefSeq,CDS,23907,24002,23908,24003,KCNQ2,3785,NP_742106.1, 
NT_187625.1,BestRefSeq,CDS,19088,19182,19089,19183,KCNQ2,3785,NP_742106.1, 
NT_187625.1,BestRefSeq,CDS,16619,16648,16620,16649,KCNQ2,3785,NP_742106.1, 
