sequence_id,refseq,region,start_index,end_index,start,end,gene,gene_id,genbank,ensembl
NW_003871092.1,RefSeq,sequence_feature,0,29913,1,29914,,,, 
NW_003871092.1,BestRefSeq,gene,4258,5283,4259,5284,KRTAP29-1,100533177,, 
NW_003871092.1,BestRefSeq,mRNA,4258,5283,4259,5284,KRTAP29-1,100533177,NM_001257309.1, 
NW_003871092.1,BestRefSeq,exon,4258,5283,4259,5284,KRTAP29-1,100533177,NM_001257309.1, 
NW_003871092.1,BestRefSeq,CDS,4258,5283,4259,5284,KRTAP29-1,100533177,NP_001244238.1, 
NW_003871092.1,Curated Genomic,pseudogene,26299,26505,26300,26506,KRTAP9-10P,106480422,, 
NW_003871092.1,Gnomon,gene,30905,31429,30906,31430,KRTAP9-6,100507608,, 
NW_003871092.1,Gnomon,mRNA,30905,31429,30906,31430,KRTAP9-6,100507608,XM_003846481.1, 
NW_003871092.1,Gnomon,exon,30905,31429,30906,31430,KRTAP9-6,100507608,XM_003846481.1, 
NW_003871092.1,Gnomon,CDS,30905,31429,30906,31430,KRTAP9-6,100507608,XP_003846529.1, 
NW_003871092.1,BestRefSeq,gene,40473,41468,40474,41469,KRTAP9-9,81870,, 
NW_003871092.1,BestRefSeq,mRNA,40473,41468,40474,41469,KRTAP9-9,81870,NM_001318227.1, 
NW_003871092.1,BestRefSeq,exon,40473,41468,40474,41469,KRTAP9-9,81870,NM_001318227.1, 
NW_003871092.1,BestRefSeq,CDS,40942,41466,40943,41467,KRTAP9-9,81870,NP_001305156.1, 
NW_003871092.1,BestRefSeq,gene,46202,47168,46203,47169,KRTAP9-4,85280,, 
NW_003871092.1,BestRefSeq,mRNA,46202,47168,46203,47169,KRTAP9-4,85280,NM_033191.3, 
NW_003871092.1,BestRefSeq,exon,46202,47168,46203,47169,KRTAP9-4,85280,NM_033191.3, 
NW_003871092.1,BestRefSeq,CDS,46670,47134,46671,47135,KRTAP9-4,85280,NP_149461.2, 
NW_003871092.1,Gnomon,gene,57849,58814,57850,58815,KRTAP9-8,83901,, 
NW_003871092.1,Gnomon,mRNA,57849,58814,57850,58815,KRTAP9-8,83901,XM_035861196.1, 
NW_003871092.1,Gnomon,exon,57849,58814,57850,58815,KRTAP9-8,83901,XM_035861196.1, 
NW_003871092.1,Gnomon,CDS,58322,58786,58323,58787,KRTAP9-8,83901,XP_035717089.1, 
NW_003871092.1,BestRefSeq,gene,63334,64339,63335,64340,KRTAP9-3,83900,, 
NW_003871092.1,BestRefSeq,mRNA,63334,64339,63335,64340,KRTAP9-3,83900,NM_031962.3, 
NW_003871092.1,BestRefSeq,exon,63334,64339,63335,64340,KRTAP9-3,83900,NM_031962.3, 
NW_003871092.1,BestRefSeq,CDS,63807,64286,63808,64287,KRTAP9-3,83900,NP_114168.1, 
NW_003871092.1,BestRefSeq,gene,69135,70139,69136,70140,KRTAP9-2,83899,, 
NW_003871092.1,BestRefSeq,mRNA,69135,70139,69136,70140,KRTAP9-2,83899,NM_031961.3, 
NW_003871092.1,BestRefSeq,exon,69135,70139,69136,70140,KRTAP9-2,83899,NM_031961.3, 
NW_003871092.1,BestRefSeq,CDS,69608,70132,69609,70133,KRTAP9-2,83899,NP_114167.2, 
NW_003871092.1,RefSeq,match,26199,26605,26200,26606,,,, 
