sequence_id,refseq,region,start_index,end_index,start,end,gene,gene_id,genbank,ensembl
NW_021160027.1,RefSeq,sequence_feature,0,86556,1,86557,,,, 
NW_021160027.1,BestRefSeq,gene,4168,21226,4169,21227,MCTS1,28985,, 
NW_021160027.1,BestRefSeq,mRNA,4168,21226,4169,21227,MCTS1,28985,NM_014060.3, 
NW_021160027.1,BestRefSeq,exon,4168,4314,4169,4315,MCTS1,28985,NM_014060.3, 
NW_021160027.1,BestRefSeq,exon,5474,5626,5475,5627,MCTS1,28985,NM_014060.3, 
NW_021160027.1,BestRefSeq,exon,6146,6243,6147,6244,MCTS1,28985,NM_014060.3, 
NW_021160027.1,BestRefSeq,exon,8292,8425,8293,8426,MCTS1,28985,NM_014060.3, 
NW_021160027.1,BestRefSeq,exon,11078,11145,11079,11146,MCTS1,28985,NM_014060.3, 
NW_021160027.1,BestRefSeq,exon,12250,21226,12251,21227,MCTS1,28985,NM_014060.3, 
NW_021160027.1,BestRefSeq,CDS,4304,4314,4305,4315,MCTS1,28985,NP_054779.1, 
NW_021160027.1,BestRefSeq,CDS,5474,5626,5475,5627,MCTS1,28985,NP_054779.1, 
NW_021160027.1,BestRefSeq,CDS,6146,6243,6147,6244,MCTS1,28985,NP_054779.1, 
NW_021160027.1,BestRefSeq,CDS,8292,8425,8293,8426,MCTS1,28985,NP_054779.1, 
NW_021160027.1,BestRefSeq,CDS,11078,11145,11079,11146,MCTS1,28985,NP_054779.1, 
NW_021160027.1,BestRefSeq,CDS,12250,12331,12251,12332,MCTS1,28985,NP_054779.1, 
NW_021160027.1,BestRefSeq,mRNA,4766,21226,4767,21227,MCTS1,28985,NM_001137554.2, 
NW_021160027.1,BestRefSeq,exon,4766,4934,4767,4935,MCTS1,28985,NM_001137554.2, 
NW_021160027.1,BestRefSeq,exon,5474,5626,5475,5627,MCTS1,28985,NM_001137554.2, 
NW_021160027.1,BestRefSeq,exon,6146,6243,6147,6244,MCTS1,28985,NM_001137554.2, 
NW_021160027.1,BestRefSeq,exon,8292,8425,8293,8426,MCTS1,28985,NM_001137554.2, 
NW_021160027.1,BestRefSeq,exon,11078,11145,11079,11146,MCTS1,28985,NM_001137554.2, 
NW_021160027.1,BestRefSeq,exon,12250,21226,12251,21227,MCTS1,28985,NM_001137554.2, 
NW_021160027.1,BestRefSeq,CDS,4921,4934,4922,4935,MCTS1,28985,NP_001131026.1, 
NW_021160027.1,BestRefSeq,CDS,5474,5626,5475,5627,MCTS1,28985,NP_001131026.1, 
NW_021160027.1,BestRefSeq,CDS,6146,6243,6147,6244,MCTS1,28985,NP_001131026.1, 
NW_021160027.1,BestRefSeq,CDS,8292,8425,8293,8426,MCTS1,28985,NP_001131026.1, 
NW_021160027.1,BestRefSeq,CDS,11078,11145,11079,11146,MCTS1,28985,NP_001131026.1, 
NW_021160027.1,BestRefSeq,CDS,12250,12331,12251,12332,MCTS1,28985,NP_001131026.1, 
NW_021160027.1,BestRefSeq,gene,25741,30121,25742,30122,C1GALT1C1,29071,, 
NW_021160027.1,BestRefSeq,mRNA,25741,30121,25742,30122,C1GALT1C1,29071,NM_001011551.3, 
NW_021160027.1,BestRefSeq,exon,29984,30121,29985,30122,C1GALT1C1,29071,NM_001011551.3, 
NW_021160027.1,BestRefSeq,exon,25741,27238,25742,27239,C1GALT1C1,29071,NM_001011551.3, 
NW_021160027.1,BestRefSeq,CDS,26277,27233,26278,27234,C1GALT1C1,29071,NP_001011551.1, 
NW_021160027.1,BestRefSeq,mRNA,25741,30121,25742,30122,C1GALT1C1,29071,NM_152692.5, 
NW_021160027.1,BestRefSeq,exon,29984,30121,29985,30122,C1GALT1C1,29071,NM_152692.5, 
NW_021160027.1,BestRefSeq,exon,27323,27494,27324,27495,C1GALT1C1,29071,NM_152692.5, 
NW_021160027.1,BestRefSeq,exon,25741,27238,25742,27239,C1GALT1C1,29071,NM_152692.5, 
NW_021160027.1,BestRefSeq,CDS,26277,27233,26278,27234,C1GALT1C1,29071,NP_689905.1, 
NW_021160027.1,RefSeq,sequence_feature,86557,86922,86558,86923,,,, 
NW_021160027.1,RefSeq,sequence_feature,86923,116405,86924,116406,,,, 
NW_021160027.1,Curated Genomic,pseudogene,109128,109459,109129,109460,H3P46,115482724,, 
NW_021160027.1,RefSeq,sequence_feature,116406,116781,116407,116782,,,, 
NW_021160027.1,RefSeq,sequence_feature,116782,158807,116783,158808,,,, 
NW_021160027.1,Curated Genomic,pseudogene,133026,133926,133027,133927,GLRX5P1,100128546,, 
NW_021160027.1,Curated Genomic,pseudogene,268411,270023,268412,270024,PA2G4P1,389884,, 
NW_021160027.1,Curated Genomic,exon,268411,270023,268412,270024,PA2G4P1,389884,, 
NW_021160027.1,BestRefSeq,gene,272668,275941,272669,275942,CT47B1,643311,, 
NW_021160027.1,BestRefSeq,mRNA,272668,275941,272669,275942,CT47B1,643311,NM_001145718.3, 
