sequence_id,refseq,region,start_index,end_index,start,end,gene,gene_id,genbank,ensembl
NT_187632.1,RefSeq,sequence_feature,0,107965,1,107966,,,, 
NT_187632.1,BestRefSeq,pseudogene,5563,28083,5564,28084,CES5AP1,649264,, 
NT_187632.1,BestRefSeq,transcript,5563,28083,5564,28084,CES5AP1,649264,NR_037839.1, 
NT_187632.1,BestRefSeq,exon,27920,28083,27921,28084,CES5AP1,649264,NR_037839.1, 
NT_187632.1,BestRefSeq,exon,22838,22971,22839,22972,CES5AP1,649264,NR_037839.1, 
NT_187632.1,BestRefSeq,exon,19587,19705,19588,19706,CES5AP1,649264,NR_037839.1, 
NT_187632.1,BestRefSeq,exon,16315,16419,16316,16420,CES5AP1,649264,NR_037839.1, 
NT_187632.1,BestRefSeq,exon,12235,12375,12236,12376,CES5AP1,649264,NR_037839.1, 
NT_187632.1,BestRefSeq,exon,9061,9129,9062,9130,CES5AP1,649264,NR_037839.1, 
NT_187632.1,BestRefSeq,exon,5563,5710,5564,5711,CES5AP1,649264,NR_037839.1, 
NT_187632.1,BestRefSeq,pseudogene,36562,48569,36563,48570,ZDHHC8P1,150244,, 
NT_187632.1,BestRefSeq,transcript,36562,48569,36563,48570,ZDHHC8P1,150244,NR_003950.1, 
NT_187632.1,BestRefSeq,exon,48318,48569,48319,48570,ZDHHC8P1,150244,NR_003950.1, 
NT_187632.1,BestRefSeq,exon,47798,47910,47799,47911,ZDHHC8P1,150244,NR_003950.1, 
NT_187632.1,BestRefSeq,exon,45717,46540,45718,46541,ZDHHC8P1,150244,NR_003950.1, 
NT_187632.1,BestRefSeq,exon,39883,40014,39884,40015,ZDHHC8P1,150244,NR_003950.1, 
NT_187632.1,BestRefSeq,exon,38684,38790,38685,38791,ZDHHC8P1,150244,NR_003950.1, 
NT_187632.1,BestRefSeq,exon,36562,37681,36563,37682,ZDHHC8P1,150244,NR_003950.1, 
NT_187632.1,Gnomon,gene,38939,40770,38940,40771,LOC107985555,107985555,, 
NT_187632.1,Gnomon,transcript,38939,39401,38940,39402,LOC107985555,107985555,XR_001756410.1, 
NT_187632.1,Gnomon,exon,38939,39030,38940,39031,LOC107985555,107985555,XR_001756410.1, 
NT_187632.1,Gnomon,exon,39131,39238,39132,39239,LOC107985555,107985555,XR_001756410.1, 
NT_187632.1,Gnomon,exon,39322,39401,39323,39402,LOC107985555,107985555,XR_001756410.1, 
NT_187632.1,Gnomon,mRNA,38939,40770,38940,40771,LOC107985555,107985555,XM_041680764.1, 
NT_187632.1,Gnomon,exon,38939,39030,38940,39031,LOC107985555,107985555,XM_041680764.1, 
NT_187632.1,Gnomon,exon,39131,39238,39132,39239,LOC107985555,107985555,XM_041680764.1, 
NT_187632.1,Gnomon,exon,39899,40770,39900,40771,LOC107985555,107985555,XM_041680764.1, 
NT_187632.1,Gnomon,CDS,40180,40749,40181,40750,LOC107985555,107985555,XP_041536698.1, 
