sequence_id,refseq,region,start_index,end_index,start,end,gene,gene_id,genbank,ensembl
NT_187660.1,RefSeq,sequence_feature,0,99240,1,99241,,,, 
NT_187660.1,BestRefSeq,gene,5440,233613,5441,233614,OCA2,4948,, 
NT_187660.1,BestRefSeq,mRNA,5440,233613,5441,233614,OCA2,4948,NM_001300984.2, 
NT_187660.1,BestRefSeq,exon,233522,233613,233523,233614,OCA2,4948,NM_001300984.2, 
NT_187660.1,BestRefSeq,exon,215947,216194,215948,216195,OCA2,4948,NM_001300984.2, 
NT_187660.1,BestRefSeq,exon,166363,166461,166364,166462,OCA2,4948,NM_001300984.2, 
NT_187660.1,BestRefSeq,exon,162169,162357,162170,162358,OCA2,4948,NM_001300984.2, 
NT_187660.1,BestRefSeq,exon,159143,159200,159144,159201,OCA2,4948,NM_001300984.2, 
NT_187660.1,BestRefSeq,exon,156799,156871,156800,156872,OCA2,4948,NM_001300984.2, 
NT_187660.1,BestRefSeq,exon,152696,152856,152697,152857,OCA2,4948,NM_001300984.2, 
NT_187660.1,BestRefSeq,exon,150403,150485,150404,150486,OCA2,4948,NM_001300984.2, 
NT_187660.1,BestRefSeq,exon,149075,149228,149076,149229,OCA2,4948,NM_001300984.2, 
NT_187660.1,BestRefSeq,exon,123869,123934,123870,123935,OCA2,4948,NM_001300984.2, 
NT_187660.1,BestRefSeq,exon,120853,120909,120854,120910,OCA2,4948,NM_001300984.2, 
NT_187660.1,BestRefSeq,exon,119330,119454,119331,119455,OCA2,4948,NM_001300984.2, 
NT_187660.1,BestRefSeq,exon,117611,117749,117612,117750,OCA2,4948,NM_001300984.2, 
NT_187660.1,BestRefSeq,exon,100968,101100,100969,101101,OCA2,4948,NM_001300984.2, 
NT_187660.1,BestRefSeq,exon,91874,92021,91875,92022,OCA2,4948,NM_001300984.2, 
NT_187660.1,BestRefSeq,exon,89444,89501,89445,89502,OCA2,4948,NM_001300984.2, 
NT_187660.1,BestRefSeq,exon,86070,86178,86071,86179,OCA2,4948,NM_001300984.2, 
NT_187660.1,BestRefSeq,exon,60413,60540,60414,60541,OCA2,4948,NM_001300984.2, 
NT_187660.1,BestRefSeq,exon,6149,6208,6150,6209,OCA2,4948,NM_001300984.2, 
NT_187660.1,BestRefSeq,exon,5440,5544,5441,5545,OCA2,4948,NM_001300984.2, 
NT_187660.1,BestRefSeq,CDS,215947,216173,215948,216174,OCA2,4948,NP_001287913.1, 
NT_187660.1,BestRefSeq,CDS,166363,166461,166364,166462,OCA2,4948,NP_001287913.1, 
NT_187660.1,BestRefSeq,CDS,162169,162357,162170,162358,OCA2,4948,NP_001287913.1, 
NT_187660.1,BestRefSeq,CDS,159143,159200,159144,159201,OCA2,4948,NP_001287913.1, 
NT_187660.1,BestRefSeq,CDS,156799,156871,156800,156872,OCA2,4948,NP_001287913.1, 
NT_187660.1,BestRefSeq,CDS,152696,152856,152697,152857,OCA2,4948,NP_001287913.1, 
NT_187660.1,BestRefSeq,CDS,150403,150485,150404,150486,OCA2,4948,NP_001287913.1, 
NT_187660.1,BestRefSeq,CDS,149075,149228,149076,149229,OCA2,4948,NP_001287913.1, 
NT_187660.1,BestRefSeq,CDS,123869,123934,123870,123935,OCA2,4948,NP_001287913.1, 
NT_187660.1,BestRefSeq,CDS,120853,120909,120854,120910,OCA2,4948,NP_001287913.1, 
NT_187660.1,BestRefSeq,CDS,119330,119454,119331,119455,OCA2,4948,NP_001287913.1, 
NT_187660.1,BestRefSeq,CDS,117611,117749,117612,117750,OCA2,4948,NP_001287913.1, 
NT_187660.1,BestRefSeq,CDS,100968,101100,100969,101101,OCA2,4948,NP_001287913.1, 
NT_187660.1,BestRefSeq,CDS,91874,92021,91875,92022,OCA2,4948,NP_001287913.1, 
NT_187660.1,BestRefSeq,CDS,89444,89501,89445,89502,OCA2,4948,NP_001287913.1, 
NT_187660.1,BestRefSeq,CDS,86070,86178,86071,86179,OCA2,4948,NP_001287913.1, 
NT_187660.1,BestRefSeq,CDS,60413,60540,60414,60541,OCA2,4948,NP_001287913.1, 
NT_187660.1,BestRefSeq,CDS,6149,6208,6150,6209,OCA2,4948,NP_001287913.1, 
NT_187660.1,BestRefSeq,CDS,5440,5544,5441,5545,OCA2,4948,NP_001287913.1, 
NT_187660.1,BestRefSeq,mRNA,5440,233613,5441,233614,OCA2,4948,NM_000275.3, 
NT_187660.1,BestRefSeq,exon,233522,233613,233523,233614,OCA2,4948,NM_000275.3, 
NT_187660.1,BestRefSeq,exon,215947,216194,215948,216195,OCA2,4948,NM_000275.3, 
NT_187660.1,BestRefSeq,exon,166363,166461,166364,166462,OCA2,4948,NM_000275.3, 
NT_187660.1,BestRefSeq,exon,162169,162357,162170,162358,OCA2,4948,NM_000275.3, 
NT_187660.1,BestRefSeq,exon,159143,159200,159144,159201,OCA2,4948,NM_000275.3, 
NT_187660.1,BestRefSeq,exon,156799,156871,156800,156872,OCA2,4948,NM_000275.3, 
NT_187660.1,BestRefSeq,exon,152696,152856,152697,152857,OCA2,4948,NM_000275.3, 
NT_187660.1,BestRefSeq,exon,150403,150485,150404,150486,OCA2,4948,NM_000275.3, 
NT_187660.1,BestRefSeq,exon,149075,149228,149076,149229,OCA2,4948,NM_000275.3, 
NT_187660.1,BestRefSeq,exon,124844,124915,124845,124916,OCA2,4948,NM_000275.3, 
NT_187660.1,BestRefSeq,exon,123869,123934,123870,123935,OCA2,4948,NM_000275.3, 
NT_187660.1,BestRefSeq,exon,120853,120909,120854,120910,OCA2,4948,NM_000275.3, 
NT_187660.1,BestRefSeq,exon,119330,119454,119331,119455,OCA2,4948,NM_000275.3, 
NT_187660.1,BestRefSeq,exon,117611,117749,117612,117750,OCA2,4948,NM_000275.3, 
NT_187660.1,BestRefSeq,exon,100968,101100,100969,101101,OCA2,4948,NM_000275.3, 
NT_187660.1,BestRefSeq,exon,91874,92021,91875,92022,OCA2,4948,NM_000275.3, 
NT_187660.1,BestRefSeq,exon,89444,89501,89445,89502,OCA2,4948,NM_000275.3, 
NT_187660.1,BestRefSeq,exon,86070,86178,86071,86179,OCA2,4948,NM_000275.3, 
NT_187660.1,BestRefSeq,exon,60413,60540,60414,60541,OCA2,4948,NM_000275.3, 
NT_187660.1,BestRefSeq,exon,6149,6208,6150,6209,OCA2,4948,NM_000275.3, 
NT_187660.1,BestRefSeq,exon,5440,5544,5441,5545,OCA2,4948,NM_000275.3, 
NT_187660.1,BestRefSeq,CDS,215947,216173,215948,216174,OCA2,4948,NP_000266.2, 
NT_187660.1,BestRefSeq,CDS,166363,166461,166364,166462,OCA2,4948,NP_000266.2, 
NT_187660.1,BestRefSeq,CDS,162169,162357,162170,162358,OCA2,4948,NP_000266.2, 
NT_187660.1,BestRefSeq,CDS,159143,159200,159144,159201,OCA2,4948,NP_000266.2, 
NT_187660.1,BestRefSeq,CDS,156799,156871,156800,156872,OCA2,4948,NP_000266.2, 
NT_187660.1,BestRefSeq,CDS,152696,152856,152697,152857,OCA2,4948,NP_000266.2, 
NT_187660.1,BestRefSeq,CDS,150403,150485,150404,150486,OCA2,4948,NP_000266.2, 
NT_187660.1,BestRefSeq,CDS,149075,149228,149076,149229,OCA2,4948,NP_000266.2, 
NT_187660.1,BestRefSeq,CDS,124844,124915,124845,124916,OCA2,4948,NP_000266.2, 
NT_187660.1,BestRefSeq,CDS,123869,123934,123870,123935,OCA2,4948,NP_000266.2, 
NT_187660.1,BestRefSeq,CDS,120853,120909,120854,120910,OCA2,4948,NP_000266.2, 
NT_187660.1,BestRefSeq,CDS,119330,119454,119331,119455,OCA2,4948,NP_000266.2, 
NT_187660.1,BestRefSeq,CDS,117611,117749,117612,117750,OCA2,4948,NP_000266.2, 
NT_187660.1,BestRefSeq,CDS,100968,101100,100969,101101,OCA2,4948,NP_000266.2, 
NT_187660.1,BestRefSeq,CDS,91874,92021,91875,92022,OCA2,4948,NP_000266.2, 
NT_187660.1,BestRefSeq,CDS,89444,89501,89445,89502,OCA2,4948,NP_000266.2, 
NT_187660.1,BestRefSeq,CDS,86070,86178,86071,86179,OCA2,4948,NP_000266.2, 
NT_187660.1,BestRefSeq,CDS,60413,60540,60414,60541,OCA2,4948,NP_000266.2, 
NT_187660.1,BestRefSeq,CDS,6149,6208,6150,6209,OCA2,4948,NP_000266.2, 
NT_187660.1,BestRefSeq,CDS,5440,5544,5441,5545,OCA2,4948,NP_000266.2, 
NT_187660.1,Curated Genomic,pseudogene,29946,30926,29947,30927,RPL5P32,100271207,, 
NT_187660.1,Curated Genomic,exon,29946,30926,29947,30927,RPL5P32,100271207,, 
NT_187660.1,BestRefSeq,gene,244503,569402,244504,569403,HERC2,8924,, 
NT_187660.1,BestRefSeq,mRNA,244503,569402,244504,569403,HERC2,8924,NM_004667.6, 
NT_187660.1,BestRefSeq,exon,569298,569402,569299,569403,HERC2,8924,NM_004667.6, 
NT_187660.1,BestRefSeq,exon,568585,568687,568586,568688,HERC2,8924,NM_004667.6, 
NT_187660.1,BestRefSeq,exon,546625,546739,546626,546740,HERC2,8924,NM_004667.6, 
NT_187660.1,BestRefSeq,exon,540112,540246,540113,540247,HERC2,8924,NM_004667.6, 
NT_187660.1,BestRefSeq,exon,527298,527517,527299,527518,HERC2,8924,NM_004667.6, 
NT_187660.1,BestRefSeq,exon,522135,522235,522136,522236,HERC2,8924,NM_004667.6, 
NT_187660.1,BestRefSeq,exon,521521,521677,521522,521678,HERC2,8924,NM_004667.6, 
NT_187660.1,BestRefSeq,exon,520124,520234,520125,520235,HERC2,8924,NM_004667.6, 
NT_187660.1,BestRefSeq,exon,519445,519616,519446,519617,HERC2,8924,NM_004667.6, 
NT_187660.1,BestRefSeq,exon,517925,518098,517926,518099,HERC2,8924,NM_004667.6, 
NT_187660.1,BestRefSeq,exon,516478,516666,516479,516667,HERC2,8924,NM_004667.6, 
NT_187660.1,BestRefSeq,exon,515695,515846,515696,515847,HERC2,8924,NM_004667.6, 
NT_187660.1,BestRefSeq,exon,513047,513204,513048,513205,HERC2,8924,NM_004667.6, 
NT_187660.1,BestRefSeq,exon,512848,512961,512849,512962,HERC2,8924,NM_004667.6, 
NT_187660.1,BestRefSeq,exon,510148,510399,510149,510400,HERC2,8924,NM_004667.6, 
NT_187660.1,BestRefSeq,exon,508007,508200,508008,508201,HERC2,8924,NM_004667.6, 
NT_187660.1,BestRefSeq,exon,504291,504491,504292,504492,HERC2,8924,NM_004667.6, 
NT_187660.1,BestRefSeq,exon,503319,503547,503320,503548,HERC2,8924,NM_004667.6, 
NT_187660.1,BestRefSeq,exon,503102,503226,503103,503227,HERC2,8924,NM_004667.6, 
NT_187660.1,BestRefSeq,exon,501570,501748,501571,501749,HERC2,8924,NM_004667.6, 
NT_187660.1,BestRefSeq,exon,495782,495966,495783,495967,HERC2,8924,NM_004667.6, 
NT_187660.1,BestRefSeq,exon,493973,494128,493974,494129,HERC2,8924,NM_004667.6, 
NT_187660.1,BestRefSeq,exon,493113,493297,493114,493298,HERC2,8924,NM_004667.6, 
NT_187660.1,BestRefSeq,exon,492775,492783,492776,492784,HERC2,8924,NM_004667.6, 
NT_187660.1,BestRefSeq,exon,488452,488460,488453,488461,HERC2,8924,NM_004667.6, 
NT_187660.1,BestRefSeq,exon,325401,325598,325402,325599,HERC2,8924,NM_004667.6, 
NT_187660.1,BestRefSeq,exon,324579,324684,324580,324685,HERC2,8924,NM_004667.6, 
NT_187660.1,BestRefSeq,exon,324405,324496,324406,324497,HERC2,8924,NM_004667.6, 
NT_187660.1,BestRefSeq,exon,320017,320192,320018,320193,HERC2,8924,NM_004667.6, 
NT_187660.1,BestRefSeq,exon,315841,315952,315842,315953,HERC2,8924,NM_004667.6, 
NT_187660.1,BestRefSeq,exon,312582,312663,312583,312664,HERC2,8924,NM_004667.6, 
NT_187660.1,BestRefSeq,exon,312327,312470,312328,312471,HERC2,8924,NM_004667.6, 
NT_187660.1,BestRefSeq,exon,310859,310949,310860,310950,HERC2,8924,NM_004667.6, 
NT_187660.1,BestRefSeq,exon,310390,310567,310391,310568,HERC2,8924,NM_004667.6, 
NT_187660.1,BestRefSeq,exon,310127,310208,310128,310209,HERC2,8924,NM_004667.6, 
NT_187660.1,BestRefSeq,exon,309868,310039,309869,310040,HERC2,8924,NM_004667.6, 
NT_187660.1,BestRefSeq,exon,308952,309096,308953,309097,HERC2,8924,NM_004667.6, 
NT_187660.1,BestRefSeq,exon,307835,308060,307836,308061,HERC2,8924,NM_004667.6, 
NT_187660.1,BestRefSeq,exon,302925,303096,302926,303097,HERC2,8924,NM_004667.6, 
NT_187660.1,BestRefSeq,exon,301848,302031,301849,302032,HERC2,8924,NM_004667.6, 
NT_187660.1,BestRefSeq,exon,301128,301268,301129,301269,HERC2,8924,NM_004667.6, 
NT_187660.1,BestRefSeq,exon,296535,296726,296536,296727,HERC2,8924,NM_004667.6, 
NT_187660.1,BestRefSeq,exon,286118,286271,286119,286272,HERC2,8924,NM_004667.6, 
NT_187660.1,BestRefSeq,exon,279678,279785,279679,279786,HERC2,8924,NM_004667.6, 
NT_187660.1,BestRefSeq,exon,278114,278245,278115,278246,HERC2,8924,NM_004667.6, 
NT_187660.1,BestRefSeq,exon,277518,277676,277519,277677,HERC2,8924,NM_004667.6, 
NT_187660.1,BestRefSeq,exon,277314,277432,277315,277433,HERC2,8924,NM_004667.6, 
NT_187660.1,BestRefSeq,exon,276268,276393,276269,276394,HERC2,8924,NM_004667.6, 
NT_187660.1,BestRefSeq,exon,275679,275834,275680,275835,HERC2,8924,NM_004667.6, 
NT_187660.1,BestRefSeq,exon,275172,275287,275173,275288,HERC2,8924,NM_004667.6, 
NT_187660.1,BestRefSeq,exon,274873,275071,274874,275072,HERC2,8924,NM_004667.6, 
NT_187660.1,BestRefSeq,exon,268917,269131,268918,269132,HERC2,8924,NM_004667.6, 
NT_187660.1,BestRefSeq,exon,266093,266270,266094,266271,HERC2,8924,NM_004667.6, 
NT_187660.1,BestRefSeq,exon,265540,265701,265541,265702,HERC2,8924,NM_004667.6, 
NT_187660.1,BestRefSeq,exon,263941,264032,263942,264033,HERC2,8924,NM_004667.6, 
NT_187660.1,BestRefSeq,exon,263601,263740,263602,263741,HERC2,8924,NM_004667.6, 
NT_187660.1,BestRefSeq,exon,258442,258629,258443,258630,HERC2,8924,NM_004667.6, 
NT_187660.1,BestRefSeq,exon,257474,257671,257475,257672,HERC2,8924,NM_004667.6, 
NT_187660.1,BestRefSeq,exon,254784,254867,254785,254868,HERC2,8924,NM_004667.6, 
NT_187660.1,BestRefSeq,exon,250478,250619,250479,250620,HERC2,8924,NM_004667.6, 
NT_187660.1,BestRefSeq,exon,250130,250324,250131,250325,HERC2,8924,NM_004667.6, 
NT_187660.1,BestRefSeq,exon,248894,249006,248895,249007,HERC2,8924,NM_004667.6, 
NT_187660.1,BestRefSeq,exon,248076,248266,248077,248267,HERC2,8924,NM_004667.6, 
NT_187660.1,BestRefSeq,exon,247037,247142,247038,247143,HERC2,8924,NM_004667.6, 
NT_187660.1,BestRefSeq,exon,246535,246747,246536,246748,HERC2,8924,NM_004667.6, 
NT_187660.1,BestRefSeq,exon,244503,245499,244504,245500,HERC2,8924,NM_004667.6, 
NT_187660.1,BestRefSeq,CDS,568585,568656,568586,568657,HERC2,8924,NP_004658.3, 
NT_187660.1,BestRefSeq,CDS,546625,546739,546626,546740,HERC2,8924,NP_004658.3, 
NT_187660.1,BestRefSeq,CDS,540112,540246,540113,540247,HERC2,8924,NP_004658.3, 
NT_187660.1,BestRefSeq,CDS,527298,527517,527299,527518,HERC2,8924,NP_004658.3, 
NT_187660.1,BestRefSeq,CDS,522135,522235,522136,522236,HERC2,8924,NP_004658.3, 
NT_187660.1,BestRefSeq,CDS,521521,521677,521522,521678,HERC2,8924,NP_004658.3, 
NT_187660.1,BestRefSeq,CDS,520124,520234,520125,520235,HERC2,8924,NP_004658.3, 
NT_187660.1,BestRefSeq,CDS,519445,519616,519446,519617,HERC2,8924,NP_004658.3, 
NT_187660.1,BestRefSeq,CDS,517925,518098,517926,518099,HERC2,8924,NP_004658.3, 
NT_187660.1,BestRefSeq,CDS,516478,516666,516479,516667,HERC2,8924,NP_004658.3, 
NT_187660.1,BestRefSeq,CDS,515695,515846,515696,515847,HERC2,8924,NP_004658.3, 
NT_187660.1,BestRefSeq,CDS,513047,513204,513048,513205,HERC2,8924,NP_004658.3, 
NT_187660.1,BestRefSeq,CDS,512848,512961,512849,512962,HERC2,8924,NP_004658.3, 
NT_187660.1,BestRefSeq,CDS,510148,510399,510149,510400,HERC2,8924,NP_004658.3, 
NT_187660.1,BestRefSeq,CDS,508007,508200,508008,508201,HERC2,8924,NP_004658.3, 
NT_187660.1,BestRefSeq,CDS,504291,504491,504292,504492,HERC2,8924,NP_004658.3, 
NT_187660.1,BestRefSeq,CDS,503319,503547,503320,503548,HERC2,8924,NP_004658.3, 
NT_187660.1,BestRefSeq,CDS,503102,503226,503103,503227,HERC2,8924,NP_004658.3, 
NT_187660.1,BestRefSeq,CDS,501570,501748,501571,501749,HERC2,8924,NP_004658.3, 
NT_187660.1,BestRefSeq,CDS,495782,495966,495783,495967,HERC2,8924,NP_004658.3, 
NT_187660.1,BestRefSeq,CDS,493973,494128,493974,494129,HERC2,8924,NP_004658.3, 
NT_187660.1,BestRefSeq,CDS,493113,493297,493114,493298,HERC2,8924,NP_004658.3, 
NT_187660.1,BestRefSeq,CDS,492775,492783,492776,492784,HERC2,8924,NP_004658.3, 
NT_187660.1,BestRefSeq,CDS,488452,488460,488453,488461,HERC2,8924,NP_004658.3, 
NT_187660.1,BestRefSeq,CDS,325401,325598,325402,325599,HERC2,8924,NP_004658.3, 
NT_187660.1,BestRefSeq,CDS,324579,324684,324580,324685,HERC2,8924,NP_004658.3, 
NT_187660.1,BestRefSeq,CDS,324405,324496,324406,324497,HERC2,8924,NP_004658.3, 
NT_187660.1,BestRefSeq,CDS,320017,320192,320018,320193,HERC2,8924,NP_004658.3, 
NT_187660.1,BestRefSeq,CDS,315841,315952,315842,315953,HERC2,8924,NP_004658.3, 
NT_187660.1,BestRefSeq,CDS,312582,312663,312583,312664,HERC2,8924,NP_004658.3, 
NT_187660.1,BestRefSeq,CDS,312327,312470,312328,312471,HERC2,8924,NP_004658.3, 
NT_187660.1,BestRefSeq,CDS,310859,310949,310860,310950,HERC2,8924,NP_004658.3, 
NT_187660.1,BestRefSeq,CDS,310390,310567,310391,310568,HERC2,8924,NP_004658.3, 
NT_187660.1,BestRefSeq,CDS,310127,310208,310128,310209,HERC2,8924,NP_004658.3, 
NT_187660.1,BestRefSeq,CDS,309868,310039,309869,310040,HERC2,8924,NP_004658.3, 
NT_187660.1,BestRefSeq,CDS,308952,309096,308953,309097,HERC2,8924,NP_004658.3, 
NT_187660.1,BestRefSeq,CDS,307835,308060,307836,308061,HERC2,8924,NP_004658.3, 
NT_187660.1,BestRefSeq,CDS,302925,303096,302926,303097,HERC2,8924,NP_004658.3, 
NT_187660.1,BestRefSeq,CDS,301848,302031,301849,302032,HERC2,8924,NP_004658.3, 
NT_187660.1,BestRefSeq,CDS,301128,301268,301129,301269,HERC2,8924,NP_004658.3, 
NT_187660.1,BestRefSeq,CDS,296535,296726,296536,296727,HERC2,8924,NP_004658.3, 
NT_187660.1,BestRefSeq,CDS,286118,286271,286119,286272,HERC2,8924,NP_004658.3, 
NT_187660.1,BestRefSeq,CDS,279678,279785,279679,279786,HERC2,8924,NP_004658.3, 
NT_187660.1,BestRefSeq,CDS,278114,278245,278115,278246,HERC2,8924,NP_004658.3, 
NT_187660.1,BestRefSeq,CDS,277518,277676,277519,277677,HERC2,8924,NP_004658.3, 
