sequence_id,refseq,region,start_index,end_index,start,end,gene,gene_id,genbank,ensembl
NT_187580.1,RefSeq,sequence_feature,0,46536,1,46537,,,, 
NT_187580.1,Curated Genomic,pseudogene,15643,15746,15644,15747,RNU6-1266P,106480118,, 
NT_187580.1,Curated Genomic,exon,15643,15746,15644,15747,RNU6-1266P,106480118,, 
NT_187580.1,Curated Genomic,pseudogene,18286,20614,18287,20615,IMPDH1P5,340780,, 
NT_187580.1,Curated Genomic,exon,18286,20614,18287,20615,IMPDH1P5,340780,, 
NT_187580.1,BestRefSeq,gene,29482,165446,29483,165447,DLG5,9231,, 
NT_187580.1,BestRefSeq,mRNA,29482,165446,29483,165447,DLG5,9231,NM_004747.4, 
NT_187580.1,BestRefSeq,exon,164908,165446,164909,165447,DLG5,9231,NM_004747.4, 
NT_187580.1,BestRefSeq,exon,107820,107888,107821,107889,DLG5,9231,NM_004747.4, 
NT_187580.1,BestRefSeq,exon,95421,95583,95422,95584,DLG5,9231,NM_004747.4, 
NT_187580.1,BestRefSeq,exon,92918,93061,92919,93062,DLG5,9231,NM_004747.4, 
NT_187580.1,BestRefSeq,exon,92045,92228,92046,92229,DLG5,9231,NM_004747.4, 
NT_187580.1,BestRefSeq,exon,82138,82397,82139,82398,DLG5,9231,NM_004747.4, 
NT_187580.1,BestRefSeq,exon,80572,80884,80573,80885,DLG5,9231,NM_004747.4, 
NT_187580.1,BestRefSeq,exon,74429,74613,74430,74614,DLG5,9231,NM_004747.4, 
NT_187580.1,BestRefSeq,exon,72605,72730,72606,72731,DLG5,9231,NM_004747.4, 
NT_187580.1,BestRefSeq,exon,69432,69564,69433,69565,DLG5,9231,NM_004747.4, 
NT_187580.1,BestRefSeq,exon,68908,69035,68909,69036,DLG5,9231,NM_004747.4, 
NT_187580.1,BestRefSeq,exon,68046,68221,68047,68222,DLG5,9231,NM_004747.4, 
NT_187580.1,BestRefSeq,exon,67573,67676,67574,67677,DLG5,9231,NM_004747.4, 
NT_187580.1,BestRefSeq,exon,63075,63167,63076,63168,DLG5,9231,NM_004747.4, 
NT_187580.1,BestRefSeq,exon,59773,60792,59774,60793,DLG5,9231,NM_004747.4, 
NT_187580.1,BestRefSeq,exon,58586,58709,58587,58710,DLG5,9231,NM_004747.4, 
NT_187580.1,BestRefSeq,exon,58012,58156,58013,58157,DLG5,9231,NM_004747.4, 
NT_187580.1,BestRefSeq,exon,56468,56580,56469,56581,DLG5,9231,NM_004747.4, 
NT_187580.1,BestRefSeq,exon,55698,55787,55699,55788,DLG5,9231,NM_004747.4, 
NT_187580.1,BestRefSeq,exon,55242,55392,55243,55393,DLG5,9231,NM_004747.4, 
NT_187580.1,BestRefSeq,exon,50906,51068,50907,51069,DLG5,9231,NM_004747.4, 
NT_187580.1,BestRefSeq,exon,50615,50748,50616,50749,DLG5,9231,NM_004747.4, 
NT_187580.1,BestRefSeq,exon,49785,49925,49786,49926,DLG5,9231,NM_004747.4, 
NT_187580.1,BestRefSeq,exon,48238,48421,48239,48422,DLG5,9231,NM_004747.4, 
NT_187580.1,BestRefSeq,exon,46487,46635,46488,46636,DLG5,9231,NM_004747.4, 
NT_187580.1,BestRefSeq,exon,45449,45619,45450,45620,DLG5,9231,NM_004747.4, 
NT_187580.1,BestRefSeq,exon,44356,44552,44357,44553,DLG5,9231,NM_004747.4, 
NT_187580.1,BestRefSeq,exon,35142,35285,35143,35286,DLG5,9231,NM_004747.4, 
NT_187580.1,BestRefSeq,exon,34752,34879,34753,34880,DLG5,9231,NM_004747.4, 
NT_187580.1,BestRefSeq,exon,33540,33649,33541,33650,DLG5,9231,NM_004747.4, 
NT_187580.1,BestRefSeq,exon,32699,32808,32700,32809,DLG5,9231,NM_004747.4, 
NT_187580.1,BestRefSeq,exon,29482,31234,29483,31235,DLG5,9231,NM_004747.4, 
NT_187580.1,BestRefSeq,CDS,164908,165211,164909,165212,DLG5,9231,NP_004738.3, 
NT_187580.1,BestRefSeq,CDS,107820,107888,107821,107889,DLG5,9231,NP_004738.3, 
NT_187580.1,BestRefSeq,CDS,95421,95583,95422,95584,DLG5,9231,NP_004738.3, 
NT_187580.1,BestRefSeq,CDS,92918,93061,92919,93062,DLG5,9231,NP_004738.3, 
NT_187580.1,BestRefSeq,CDS,92045,92228,92046,92229,DLG5,9231,NP_004738.3, 
NT_187580.1,BestRefSeq,CDS,82138,82397,82139,82398,DLG5,9231,NP_004738.3, 
NT_187580.1,BestRefSeq,CDS,80572,80884,80573,80885,DLG5,9231,NP_004738.3, 
NT_187580.1,BestRefSeq,CDS,74429,74613,74430,74614,DLG5,9231,NP_004738.3, 
NT_187580.1,BestRefSeq,CDS,72605,72730,72606,72731,DLG5,9231,NP_004738.3, 
NT_187580.1,BestRefSeq,CDS,69432,69564,69433,69565,DLG5,9231,NP_004738.3, 
