sequence_id,refseq,region,start_index,end_index,start,end,gene,gene_id,genbank,ensembl
NW_021160013.1,Curated Genomic,pseudogene,177951,178380,177952,178381,VN1R44P,100312855,, 
NW_021160013.1,BestRefSeq,gene,206504,250300,206505,250301,LOC389831,389831,, 
NW_021160013.1,BestRefSeq,transcript,206504,250300,206505,250301,LOC389831,389831,NR_144628.2, 
NW_021160013.1,BestRefSeq,exon,206504,206721,206505,206722,LOC389831,389831,NR_144628.2, 
NW_021160013.1,BestRefSeq,exon,248315,250300,248316,250301,LOC389831,389831,NR_144628.2, 
NW_021160013.1,BestRefSeq,mRNA,206504,250300,206505,250301,LOC389831,389831,NM_001347682.2, 
NW_021160013.1,BestRefSeq,exon,206504,206721,206505,206722,LOC389831,389831,NM_001347682.2, 
NW_021160013.1,BestRefSeq,exon,219062,219121,219063,219122,LOC389831,389831,NM_001347682.2, 
NW_021160013.1,BestRefSeq,exon,244119,244283,244120,244284,LOC389831,389831,NM_001347682.2, 
NW_021160013.1,BestRefSeq,exon,246437,250300,246438,250301,LOC389831,389831,NM_001347682.2, 
NW_021160013.1,BestRefSeq,CDS,244121,244283,244122,244284,LOC389831,389831,NP_001334611.1, 
NW_021160013.1,BestRefSeq,CDS,246437,246462,246438,246463,LOC389831,389831,NP_001334611.1, 
NW_021160013.1,BestRefSeq,mRNA,206504,250300,206505,250301,LOC389831,389831,NM_001242480.3, 
NW_021160013.1,BestRefSeq,exon,206504,206721,206505,206722,LOC389831,389831,NM_001242480.3, 
NW_021160013.1,BestRefSeq,exon,219062,219121,219063,219122,LOC389831,389831,NM_001242480.3, 
NW_021160013.1,BestRefSeq,exon,244119,244283,244120,244284,LOC389831,389831,NM_001242480.3, 
NW_021160013.1,BestRefSeq,exon,248315,250300,248316,250301,LOC389831,389831,NM_001242480.3, 
NW_021160013.1,BestRefSeq,CDS,244121,244283,244122,244284,LOC389831,389831,NP_001229409.1, 
NW_021160013.1,BestRefSeq,CDS,248315,248514,248316,248515,LOC389831,389831,NP_001229409.1, 
NW_021160013.1,BestRefSeq,mRNA,206504,250300,206505,250301,LOC389831,389831,NM_001347680.2, 
NW_021160013.1,BestRefSeq,exon,206504,206721,206505,206722,LOC389831,389831,NM_001347680.2, 
NW_021160013.1,BestRefSeq,exon,244119,244283,244120,244284,LOC389831,389831,NM_001347680.2, 
NW_021160013.1,BestRefSeq,exon,246437,250300,246438,250301,LOC389831,389831,NM_001347680.2, 
NW_021160013.1,BestRefSeq,CDS,244121,244283,244122,244284,LOC389831,389831,NP_001334609.1, 
NW_021160013.1,BestRefSeq,CDS,246437,246462,246438,246463,LOC389831,389831,NP_001334609.1, 
NW_021160013.1,BestRefSeq,mRNA,206504,250300,206505,250301,LOC389831,389831,NM_001347681.2, 
NW_021160013.1,BestRefSeq,exon,206504,206721,206505,206722,LOC389831,389831,NM_001347681.2, 
NW_021160013.1,BestRefSeq,exon,244119,244283,244120,244284,LOC389831,389831,NM_001347681.2, 
NW_021160013.1,BestRefSeq,exon,248315,250300,248316,250301,LOC389831,389831,NM_001347681.2, 
NW_021160013.1,BestRefSeq,CDS,244121,244283,244122,244284,LOC389831,389831,NP_001334610.1, 
NW_021160013.1,BestRefSeq,CDS,248315,248514,248316,248515,LOC389831,389831,NP_001334610.1, 
NW_021160013.1,RefSeq,match,177851,178480,177852,178481,,,, 
