sequence_id,refseq,region,start_index,end_index,start,end,gene,gene_id,genbank,ensembl
NT_187553.1,RefSeq,sequence_feature,0,93290,1,93291,,,, 
NT_187553.1,BestRefSeq,gene,0,6706,1,6707,LINC01624,401289,, 
NT_187553.1,BestRefSeq,lnc_RNA,0,6706,1,6707,LINC01624,401289,NR_104177.1, 
NT_187553.1,BestRefSeq,exon,0,2667,1,2668,LINC01624,401289,NR_104177.1, 
NT_187553.1,BestRefSeq,exon,6446,6706,6447,6707,LINC01624,401289,NR_104177.1, 
NT_187553.1,BestRefSeq,gene,2568,3999,2569,4000,LOC285804,285804,, 
NT_187553.1,BestRefSeq,lnc_RNA,2568,3999,2569,4000,LOC285804,285804,NR_126021.1, 
NT_187553.1,BestRefSeq,exon,3922,3999,3923,4000,LOC285804,285804,NR_126021.1, 
NT_187553.1,BestRefSeq,exon,2568,2825,2569,2826,LOC285804,285804,NR_126021.1, 
NT_187553.1,BestRefSeq,gene,9443,18315,9444,18316,DLL1,28514,, 
NT_187553.1,BestRefSeq,mRNA,9443,18315,9444,18316,DLL1,28514,NM_005618.4, 
NT_187553.1,BestRefSeq,exon,17323,18315,17324,18316,DLL1,28514,NM_005618.4, 
NT_187553.1,BestRefSeq,exon,16749,17045,16750,17046,DLL1,28514,NM_005618.4, 
NT_187553.1,BestRefSeq,exon,15966,16026,15967,16027,DLL1,28514,NM_005618.4, 
NT_187553.1,BestRefSeq,exon,15476,15733,15477,15734,DLL1,28514,NM_005618.4, 
NT_187553.1,BestRefSeq,exon,13475,13535,13476,13536,DLL1,28514,NM_005618.4, 
NT_187553.1,BestRefSeq,exon,12806,12936,12807,12937,DLL1,28514,NM_005618.4, 
NT_187553.1,BestRefSeq,exon,12491,12660,12492,12661,DLL1,28514,NM_005618.4, 
NT_187553.1,BestRefSeq,exon,12156,12372,12157,12373,DLL1,28514,NM_005618.4, 
NT_187553.1,BestRefSeq,exon,10468,11266,10469,11267,DLL1,28514,NM_005618.4, 
NT_187553.1,BestRefSeq,exon,10225,10342,10226,10343,DLL1,28514,NM_005618.4, 
NT_187553.1,BestRefSeq,exon,9443,10116,9444,10117,DLL1,28514,NM_005618.4, 
NT_187553.1,BestRefSeq,CDS,17323,17376,17324,17377,DLL1,28514,NP_005609.3, 
NT_187553.1,BestRefSeq,CDS,16749,17045,16750,17046,DLL1,28514,NP_005609.3, 
