sequence_id,refseq,region,start_index,end_index,start,end
NW_003871081.1,BestRefSeq,gene,399,28433,400,28434 
NW_003871081.1,BestRefSeq,mRNA,399,28433,400,28434 
NW_003871081.1,BestRefSeq,exon,399,457,400,458 
NW_003871081.1,BestRefSeq,exon,16652,16753,16653,16754 
NW_003871081.1,BestRefSeq,exon,18311,18415,18312,18416 
NW_003871081.1,BestRefSeq,exon,21367,21412,21368,21413 
NW_003871081.1,BestRefSeq,exon,21910,28433,21911,28434 
NW_003871081.1,BestRefSeq,CDS,399,457,400,458 
NW_003871081.1,BestRefSeq,CDS,16652,16753,16653,16754 
NW_003871081.1,BestRefSeq,CDS,18311,18415,18312,18416 
NW_003871081.1,BestRefSeq,CDS,21367,21412,21368,21413 
NW_003871081.1,BestRefSeq,CDS,21910,21963,21911,21964 
NW_003871081.1,BestRefSeq,mRNA,399,28433,400,28434 
NW_003871081.1,BestRefSeq,exon,399,457,400,458 
NW_003871081.1,BestRefSeq,exon,16652,16753,16653,16754 
NW_003871081.1,BestRefSeq,exon,18311,18415,18312,18416 
NW_003871081.1,BestRefSeq,exon,21367,21412,21368,21413 
NW_003871081.1,BestRefSeq,exon,21910,28433,21911,28434 
NW_003871081.1,BestRefSeq,CDS,399,457,400,458 
NW_003871081.1,BestRefSeq,CDS,16652,16753,16653,16754 
NW_003871081.1,BestRefSeq,CDS,18311,18415,18312,18416 
NW_003871081.1,BestRefSeq,CDS,21367,21412,21368,21413 
NW_003871081.1,BestRefSeq,CDS,21910,21963,21911,21964 
NW_003871081.1,BestRefSeq,mRNA,399,28433,400,28434 
NW_003871081.1,BestRefSeq,exon,399,457,400,458 
NW_003871081.1,BestRefSeq,exon,16652,16753,16653,16754 
NW_003871081.1,BestRefSeq,exon,18311,18415,18312,18416 
NW_003871081.1,BestRefSeq,exon,21367,21412,21368,21413 
NW_003871081.1,BestRefSeq,exon,21910,28433,21911,28434 
NW_003871081.1,BestRefSeq,CDS,399,457,400,458 
NW_003871081.1,BestRefSeq,CDS,16652,16753,16653,16754 
NW_003871081.1,BestRefSeq,CDS,18311,18415,18312,18416 
NW_003871081.1,BestRefSeq,CDS,21367,21412,21368,21413 
NW_003871081.1,BestRefSeq,CDS,21910,21963,21911,21964 
NW_003871081.1,BestRefSeq,mRNA,399,28433,400,28434 
NW_003871081.1,BestRefSeq,exon,399,457,400,458 
NW_003871081.1,BestRefSeq,exon,16652,16753,16653,16754 
NW_003871081.1,BestRefSeq,exon,18311,18415,18312,18416 
NW_003871081.1,BestRefSeq,exon,21367,21412,21368,21413 
NW_003871081.1,BestRefSeq,exon,21910,28433,21911,28434 
NW_003871081.1,BestRefSeq,CDS,399,457,400,458 
NW_003871081.1,BestRefSeq,CDS,16652,16753,16653,16754 
NW_003871081.1,BestRefSeq,CDS,18311,18415,18312,18416 
NW_003871081.1,BestRefSeq,CDS,21367,21412,21368,21413 
NW_003871081.1,BestRefSeq,CDS,21910,21963,21911,21964 
NW_003871081.1,BestRefSeq,gene,36034,43609,36035,43610 
NW_003871081.1,BestRefSeq,mRNA,36034,43609,36035,43610 
NW_003871081.1,BestRefSeq,exon,36034,36114,36035,36115 
NW_003871081.1,BestRefSeq,exon,41188,43609,41189,43610 
NW_003871081.1,BestRefSeq,CDS,41188,42342,41189,42343 
NW_003871081.1,BestRefSeq,gene,68607,127790,68608,127791 
NW_003871081.1,BestRefSeq,mRNA,68607,127790,68608,127791 
NW_003871081.1,BestRefSeq,exon,68607,68730,68608,68731 
NW_003871081.1,BestRefSeq,exon,86487,86686,86488,86687 
NW_003871081.1,BestRefSeq,exon,95317,95448,95318,95449 
NW_003871081.1,BestRefSeq,exon,114224,114432,114225,114433 
NW_003871081.1,BestRefSeq,exon,115877,116069,115878,116070 
NW_003871081.1,BestRefSeq,exon,117030,117223,117031,117224 
NW_003871081.1,BestRefSeq,exon,117861,117938,117862,117939 
NW_003871081.1,BestRefSeq,exon,119792,119987,119793,119988 
NW_003871081.1,BestRefSeq,exon,120665,120787,120666,120788 
NW_003871081.1,BestRefSeq,exon,122348,122544,122349,122545 
NW_003871081.1,BestRefSeq,exon,123569,123684,123570,123685 
NW_003871081.1,BestRefSeq,exon,124211,124347,124212,124348 
NW_003871081.1,BestRefSeq,exon,125323,127790,125324,127791 
NW_003871081.1,BestRefSeq,CDS,86522,86686,86523,86687 
NW_003871081.1,BestRefSeq,CDS,95317,95448,95318,95449 
NW_003871081.1,BestRefSeq,CDS,114224,114432,114225,114433 
NW_003871081.1,BestRefSeq,CDS,115877,116069,115878,116070 
NW_003871081.1,BestRefSeq,CDS,117030,117223,117031,117224 
NW_003871081.1,BestRefSeq,CDS,117861,117938,117862,117939 
NW_003871081.1,BestRefSeq,CDS,119792,119987,119793,119988 
NW_003871081.1,BestRefSeq,CDS,120665,120787,120666,120788 
NW_003871081.1,BestRefSeq,CDS,122348,122544,122349,122545 
NW_003871081.1,BestRefSeq,CDS,123569,123684,123570,123685 
