sequence_id,refseq,region,start_index,end_index,start,end
NW_003871101.3,BestRefSeq,gene,4650,14539,4651,14540 
NW_003871101.3,BestRefSeq,mRNA,4650,14539,4651,14540 
NW_003871101.3,BestRefSeq,exon,4650,5209,4651,5210 
NW_003871101.3,BestRefSeq,exon,11418,11521,11419,11522 
NW_003871101.3,BestRefSeq,exon,13538,14539,13539,14540 
NW_003871101.3,BestRefSeq,CDS,4936,5209,4937,5210 
NW_003871101.3,BestRefSeq,CDS,11418,11521,11419,11522 
NW_003871101.3,BestRefSeq,CDS,13538,13783,13539,13784 
NW_003871101.3,BestRefSeq,gene,62141,343477,62142,343478 
NW_003871101.3,BestRefSeq,mRNA,62141,343477,62142,343478 
NW_003871101.3,BestRefSeq,exon,343243,343477,343244,343478 
NW_003871101.3,BestRefSeq,exon,274392,274504,274393,274505 
NW_003871101.3,BestRefSeq,exon,255835,255890,255836,255891 
NW_003871101.3,BestRefSeq,exon,254844,254896,254845,254897 
NW_003871101.3,BestRefSeq,exon,253838,253965,253839,253966 
NW_003871101.3,BestRefSeq,exon,246079,246188,246080,246189 
NW_003871101.3,BestRefSeq,exon,242200,242267,242201,242268 
NW_003871101.3,BestRefSeq,exon,238781,241854,238782,241855 
NW_003871101.3,BestRefSeq,exon,233487,233559,233488,233560 
NW_003871101.3,BestRefSeq,exon,221906,222039,221907,222040 
NW_003871101.3,BestRefSeq,exon,220643,220819,220644,220820 
NW_003871101.3,BestRefSeq,exon,213821,213914,213822,213915 
NW_003871101.3,BestRefSeq,exon,211359,211461,211360,211462 
NW_003871101.3,BestRefSeq,exon,209375,209614,209376,209615 
NW_003871101.3,BestRefSeq,exon,193176,193317,193177,193318 
NW_003871101.3,BestRefSeq,exon,191855,191964,191856,191965 
NW_003871101.3,BestRefSeq,exon,190827,190973,190828,190974 
NW_003871101.3,BestRefSeq,exon,190468,190645,190469,190646 
NW_003871101.3,BestRefSeq,exon,177656,177793,177657,177794 
NW_003871101.3,BestRefSeq,exon,176067,176242,176068,176243 
NW_003871101.3,BestRefSeq,exon,173874,173991,173875,173992 
NW_003871101.3,BestRefSeq,exon,157695,157825,157696,157826 
NW_003871101.3,BestRefSeq,exon,156993,157081,156994,157082 
NW_003871101.3,BestRefSeq,exon,156672,156841,156673,156842 
NW_003871101.3,BestRefSeq,exon,150957,151110,150958,151111 
NW_003871101.3,BestRefSeq,exon,147095,147201,147096,147202 
NW_003871101.3,BestRefSeq,exon,131511,131619,131512,131620 
NW_003871101.3,BestRefSeq,exon,115930,116107,115931,116108 
NW_003871101.3,BestRefSeq,exon,114712,114906,114713,114907 
NW_003871101.3,BestRefSeq,exon,80513,80662,80514,80663 
NW_003871101.3,BestRefSeq,exon,79524,79649,79525,79650 
NW_003871101.3,BestRefSeq,exon,78664,78759,78665,78760 
NW_003871101.3,BestRefSeq,exon,78049,78177,78050,78178 
NW_003871101.3,BestRefSeq,exon,62141,65890,62142,65891 
NW_003871101.3,BestRefSeq,CDS,343243,343262,343244,343263 
NW_003871101.3,BestRefSeq,CDS,274392,274504,274393,274505 
NW_003871101.3,BestRefSeq,CDS,255835,255890,255836,255891 
NW_003871101.3,BestRefSeq,CDS,254844,254896,254845,254897 
NW_003871101.3,BestRefSeq,CDS,253838,253965,253839,253966 
NW_003871101.3,BestRefSeq,CDS,246079,246188,246080,246189 
NW_003871101.3,BestRefSeq,CDS,242200,242267,242201,242268 
NW_003871101.3,BestRefSeq,CDS,238781,241854,238782,241855 
NW_003871101.3,BestRefSeq,CDS,233487,233559,233488,233560 
NW_003871101.3,BestRefSeq,CDS,221906,222039,221907,222040 
NW_003871101.3,BestRefSeq,CDS,220643,220819,220644,220820 
NW_003871101.3,BestRefSeq,CDS,213821,213914,213822,213915 
NW_003871101.3,BestRefSeq,CDS,211359,211461,211360,211462 
NW_003871101.3,BestRefSeq,CDS,209375,209614,209376,209615 
NW_003871101.3,BestRefSeq,CDS,193176,193317,193177,193318 
NW_003871101.3,BestRefSeq,CDS,191855,191964,191856,191965 
NW_003871101.3,BestRefSeq,CDS,190827,190973,190828,190974 
NW_003871101.3,BestRefSeq,CDS,190468,190645,190469,190646 
NW_003871101.3,BestRefSeq,CDS,177656,177793,177657,177794 
NW_003871101.3,BestRefSeq,CDS,176067,176242,176068,176243 
NW_003871101.3,BestRefSeq,CDS,173874,173991,173875,173992 
NW_003871101.3,BestRefSeq,CDS,157695,157825,157696,157826 
NW_003871101.3,BestRefSeq,CDS,156993,157081,156994,157082 
NW_003871101.3,BestRefSeq,CDS,156672,156841,156673,156842 
NW_003871101.3,BestRefSeq,CDS,150957,151110,150958,151111 
NW_003871101.3,BestRefSeq,CDS,147095,147201,147096,147202 
NW_003871101.3,BestRefSeq,CDS,131511,131619,131512,131620 
NW_003871101.3,BestRefSeq,CDS,115930,116107,115931,116108 
NW_003871101.3,BestRefSeq,CDS,114712,114906,114713,114907 
NW_003871101.3,BestRefSeq,CDS,80513,80662,80514,80663 
NW_003871101.3,BestRefSeq,CDS,79524,79649,79525,79650 
NW_003871101.3,BestRefSeq,CDS,78664,78759,78665,78760 
NW_003871101.3,BestRefSeq,CDS,78049,78177,78050,78178 
NW_003871101.3,BestRefSeq,CDS,65612,65890,65613,65891 
NW_003871101.3,BestRefSeq,mRNA,62141,343477,62142,343478 
