sequence_id,refseq,region,start_index,end_index,start,end
NT_167235.1,BestRefSeq,pseudogene,16024,36956,16025,36957 
NT_167235.1,BestRefSeq,transcript,16024,36956,16025,36957 
NT_167235.1,BestRefSeq,exon,36710,36956,36711,36957 
NT_167235.1,BestRefSeq,exon,35759,35858,35760,35859 
NT_167235.1,BestRefSeq,exon,34494,34563,34495,34564 
NT_167235.1,BestRefSeq,exon,25476,25601,25477,25602 
NT_167235.1,BestRefSeq,exon,24639,24696,24640,24697 
NT_167235.1,BestRefSeq,exon,22731,22845,22732,22846 
NT_167235.1,BestRefSeq,exon,20394,20480,20395,20481 
NT_167235.1,BestRefSeq,exon,17116,17207,17117,17208 
NT_167235.1,BestRefSeq,exon,16024,16134,16025,16135 
