sequence_id,refseq,region,start_index,end_index,start,end
NT_187500.1,Gnomon,gene,5827,13577,5828,13578 
NT_187500.1,Gnomon,lnc_RNA,5827,13577,5828,13578 
NT_187500.1,Gnomon,exon,5827,5869,5828,5870 
NT_187500.1,Gnomon,exon,9208,9272,9209,9273 
NT_187500.1,Gnomon,exon,12372,12429,12373,12430 
NT_187500.1,Gnomon,exon,12523,12755,12524,12756 
NT_187500.1,Gnomon,exon,13529,13577,13530,13578 
NT_187500.1,Gnomon,lnc_RNA,7786,13577,7787,13578 
NT_187500.1,Gnomon,exon,7786,7830,7787,7831 
NT_187500.1,Gnomon,exon,9208,9272,9209,9273 
NT_187500.1,Gnomon,exon,12372,12429,12373,12430 
NT_187500.1,Gnomon,exon,12523,12755,12524,12756 
NT_187500.1,Gnomon,exon,13529,13577,13530,13578 
NT_187500.1,Gnomon,lnc_RNA,7901,13577,7902,13578 
NT_187500.1,Gnomon,exon,7901,8363,7902,8364 
NT_187500.1,Gnomon,exon,8585,8641,8586,8642 
NT_187500.1,Gnomon,exon,9208,9272,9209,9273 
NT_187500.1,Gnomon,exon,12372,12429,12373,12430 
NT_187500.1,Gnomon,exon,12523,12755,12524,12756 
NT_187500.1,Gnomon,exon,13529,13577,13530,13578 
NT_187500.1,Gnomon,lnc_RNA,7901,13577,7902,13578 
NT_187500.1,Gnomon,exon,7901,8363,7902,8364 
NT_187500.1,Gnomon,exon,9208,9272,9209,9273 
NT_187500.1,Gnomon,exon,12372,12429,12373,12430 
NT_187500.1,Gnomon,exon,12523,12755,12524,12756 
NT_187500.1,Gnomon,exon,13529,13577,13530,13578 
NT_187500.1,Gnomon,lnc_RNA,7901,13564,7902,13565 
NT_187500.1,Gnomon,exon,7901,8363,7902,8364 
NT_187500.1,Gnomon,exon,9208,9272,9209,9273 
NT_187500.1,Gnomon,exon,12372,12429,12373,12430 
NT_187500.1,Gnomon,exon,12523,12755,12524,12756 
NT_187500.1,Gnomon,exon,13525,13564,13526,13565 
NT_187500.1,Gnomon,lnc_RNA,7901,12397,7902,12398 
NT_187500.1,Gnomon,exon,7901,8363,7902,8364 
NT_187500.1,Gnomon,exon,8585,8641,8586,8642 
NT_187500.1,Gnomon,exon,9208,12144,9209,12145 
NT_187500.1,Gnomon,exon,12372,12397,12373,12398 
NT_187500.1,Gnomon,lnc_RNA,7901,12397,7902,12398 
NT_187500.1,Gnomon,exon,7901,8363,7902,8364 
NT_187500.1,Gnomon,exon,9208,12144,9209,12145 
NT_187500.1,Gnomon,exon,12372,12397,12373,12398 
NT_187500.1,Gnomon,gene,15246,16997,15247,16998 
NT_187500.1,Gnomon,lnc_RNA,15246,16997,15247,16998 
NT_187500.1,Gnomon,exon,15246,15553,15247,15554 
NT_187500.1,Gnomon,exon,15781,15838,15782,15839 
NT_187500.1,Gnomon,exon,15932,16164,15933,16165 
NT_187500.1,Gnomon,exon,16950,16997,16951,16998 
NT_187500.1,Gnomon,lnc_RNA,15421,16990,15422,16991 
NT_187500.1,Gnomon,exon,15421,15553,15422,15554 
NT_187500.1,Gnomon,exon,15781,15838,15782,15839 
NT_187500.1,Gnomon,exon,15932,16190,15933,16191 
NT_187500.1,Gnomon,exon,16950,16990,16951,16991 
NT_187500.1,Gnomon,pseudogene,17016,20637,17017,20638 
NT_187500.1,Gnomon,transcript,17016,20637,17017,20638 
NT_187500.1,Gnomon,exon,17016,17140,17017,17141 
NT_187500.1,Gnomon,exon,18779,18975,18780,18976 
NT_187500.1,Gnomon,exon,19353,20637,19354,20638 
NT_187500.1,Gnomon,pseudogene,20635,21801,20636,21802 
NT_187500.1,Gnomon,exon,20635,20660,20636,20661 
NT_187500.1,Gnomon,exon,20734,21801,20735,21802 
NT_187500.1,Gnomon,pseudogene,26352,32528,26353,32529 
NT_187500.1,Gnomon,exon,26352,28553,26353,28554 
NT_187500.1,Gnomon,exon,32448,32528,32449,32529 
NT_187500.1,Gnomon,pseudogene,32515,38996,32516,38997 
NT_187500.1,Gnomon,exon,32515,32536,32516,32537 
NT_187500.1,Gnomon,exon,38114,38996,38115,38997 
