sequence_id,refseq,region,start_index,end_index,start,end
NW_021160014.1,RefSeq,sequence_feature,0,793,1,794 
NW_021160014.1,BestRefSeq,gene,124772,198856,124773,198857 
NW_021160014.1,BestRefSeq,lnc_RNA,124772,198856,124773,198857 
NW_021160014.1,BestRefSeq,exon,124772,124803,124773,124804 
NW_021160014.1,BestRefSeq,exon,132269,132298,132270,132299 
NW_021160014.1,BestRefSeq,exon,135137,135206,135138,135207 
NW_021160014.1,BestRefSeq,exon,146863,146909,146864,146910 
NW_021160014.1,BestRefSeq,exon,198260,198856,198261,198857 
NW_021160014.1,BestRefSeq,lnc_RNA,168312,198856,168313,198857 
NW_021160014.1,BestRefSeq,exon,168312,168464,168313,168465 
NW_021160014.1,BestRefSeq,exon,187145,187240,187146,187241 
NW_021160014.1,BestRefSeq,exon,198260,198856,198261,198857 
NW_021160014.1,BestRefSeq,lnc_RNA,168312,198856,168313,198857 
NW_021160014.1,BestRefSeq,exon,168312,168464,168313,168465 
NW_021160014.1,BestRefSeq,exon,198260,198856,198261,198857 
NW_021160014.1,BestRefSeq,lnc_RNA,198260,198856,198261,198857 
NW_021160014.1,BestRefSeq,exon,198260,198856,198261,198857 
NW_021160014.1,RefSeq,sequence_feature,163149,264227,163150,264228 
NW_021160014.1,RefSeq,cDNA_match,124772,124803,124773,124804 
NW_021160014.1,RefSeq,cDNA_match,132269,132298,132270,132299 
NW_021160014.1,RefSeq,cDNA_match,135137,135206,135138,135207 
NW_021160014.1,RefSeq,cDNA_match,146863,146909,146864,146910 
NW_021160014.1,RefSeq,cDNA_match,198260,198856,198261,198857 
NW_021160014.1,RefSeq,cDNA_match,198260,198856,198261,198857 
