sequence_id,refseq,region,start_index,end_index,start,end
NW_011332689.1,RefSeq,sequence_feature,0,165534,1,165535 
NW_011332689.1,BestRefSeq,gene,65956,103760,65957,103761 
NW_011332689.1,BestRefSeq,lnc_RNA,65956,103760,65957,103761 
NW_011332689.1,BestRefSeq,exon,65956,66028,65957,66029 
NW_011332689.1,BestRefSeq,exon,83400,83521,83401,83522 
NW_011332689.1,BestRefSeq,exon,102937,103760,102938,103761 
NW_011332689.1,RefSeq,sequence_feature,165535,169158,165536,169159 
NW_011332689.1,RefSeq,sequence_feature,172818,208148,172819,208149 
NW_011332689.1,BestRefSeq,gene,195544,198420,195545,198421 
NW_011332689.1,BestRefSeq,transcript,195544,198420,195545,198421 
NW_011332689.1,BestRefSeq,exon,198307,198420,198308,198421 
NW_011332689.1,BestRefSeq,exon,195544,195809,195545,195810 
NW_011332689.1,RefSeq,cDNA_match,198307,198420,198308,198421 
NW_011332689.1,RefSeq,cDNA_match,195544,195809,195545,195810 
