sequence_id,refseq,region,start_index,end_index,start,end
NT_187584.1,RefSeq,sequence_feature,0,6624,1,6625 
NT_187584.1,BestRefSeq,gene,36287,54507,36288,54508 
NT_187584.1,BestRefSeq,mRNA,36287,54507,36288,54508 
NT_187584.1,BestRefSeq,exon,54137,54507,54138,54508 
NT_187584.1,BestRefSeq,exon,47832,48170,47833,48171 
NT_187584.1,BestRefSeq,exon,46087,46225,46088,46226 
NT_187584.1,BestRefSeq,exon,41125,41291,41126,41292 
NT_187584.1,BestRefSeq,exon,40348,40507,40349,40508 
NT_187584.1,BestRefSeq,exon,40030,40153,40031,40154 
NT_187584.1,BestRefSeq,exon,36287,39810,36288,39811 
NT_187584.1,BestRefSeq,CDS,47832,48062,47833,48063 
NT_187584.1,BestRefSeq,CDS,46087,46225,46088,46226 
NT_187584.1,BestRefSeq,CDS,41125,41291,41126,41292 
NT_187584.1,BestRefSeq,CDS,40348,40507,40349,40508 
NT_187584.1,BestRefSeq,CDS,40030,40153,40031,40154 
NT_187584.1,BestRefSeq,CDS,38754,39810,38755,39811 
NT_187584.1,RefSeq,sequence_feature,43752,177091,43753,177092 
NT_187584.1,BestRefSeq,gene,54977,81420,54978,81421 
NT_187584.1,BestRefSeq,lnc_RNA,54977,81420,54978,81421 
NT_187584.1,BestRefSeq,exon,54977,55304,54978,55305 
NT_187584.1,BestRefSeq,exon,79484,81420,79485,81421 
NT_187584.1,BestRefSeq,gene,66578,67519,66579,67520 
NT_187584.1,BestRefSeq,mRNA,66578,67519,66579,67520 
NT_187584.1,BestRefSeq,exon,66578,67519,66579,67520 
NT_187584.1,BestRefSeq,CDS,66649,67485,66650,67486 
NT_187584.1,BestRefSeq,gene,79413,80530,79414,80531 
NT_187584.1,BestRefSeq,mRNA,79413,80530,79414,80531 
NT_187584.1,BestRefSeq,exon,79413,80530,79414,80531 
NT_187584.1,BestRefSeq,CDS,79953,80486,79954,80487 
NT_187584.1,BestRefSeq,gene,89801,90699,89802,90700 
NT_187584.1,BestRefSeq,mRNA,89801,90699,89802,90700 
NT_187584.1,BestRefSeq,exon,89801,90699,89802,90700 
NT_187584.1,BestRefSeq,CDS,89905,90621,89906,90622 
NT_187584.1,BestRefSeq,gene,103194,104374,103195,104375 
NT_187584.1,BestRefSeq,mRNA,103194,104374,103195,104375 
NT_187584.1,BestRefSeq,exon,103194,104374,103195,104375 
NT_187584.1,BestRefSeq,CDS,103643,104329,103644,104330 
NT_187584.1,BestRefSeq,gene,112011,113166,112012,113167 
NT_187584.1,BestRefSeq,mRNA,112011,113166,112012,113167 
NT_187584.1,BestRefSeq,exon,112011,113166,112012,113167 
NT_187584.1,BestRefSeq,CDS,112077,112790,112078,112791 
NT_187584.1,BestRefSeq,gene,147835,150092,147836,150093 
NT_187584.1,BestRefSeq,lnc_RNA,147835,150092,147836,150093 
NT_187584.1,BestRefSeq,exon,147835,148000,147836,148001 
NT_187584.1,BestRefSeq,exon,148671,148779,148672,148780 
NT_187584.1,BestRefSeq,exon,148938,150092,148939,150093 
NT_187584.1,BestRefSeq,gene,165506,167865,165507,167866 
NT_187584.1,BestRefSeq,lnc_RNA,165506,167865,165507,167866 
NT_187584.1,BestRefSeq,exon,167674,167865,167675,167866 
NT_187584.1,BestRefSeq,exon,166430,166538,166431,166539 
NT_187584.1,BestRefSeq,exon,165506,166270,165507,166271 
NT_187584.1,Gnomon,gene,170098,171294,170099,171295 
NT_187584.1,Gnomon,lnc_RNA,170098,171292,170099,171293 
NT_187584.1,Gnomon,exon,170098,170190,170099,170191 
NT_187584.1,Gnomon,exon,170301,170565,170302,170566 
NT_187584.1,Gnomon,exon,170739,171292,170740,171293 
NT_187584.1,Gnomon,lnc_RNA,170197,171294,170198,171295 
NT_187584.1,Gnomon,exon,170197,170565,170198,170566 
NT_187584.1,Gnomon,exon,170739,171294,170740,171295 
