sequence_id,refseq,region,start_index,end_index,start,end
NT_187509.1,Gnomon,gene,6261,16560,6262,16561 
NT_187509.1,Gnomon,lnc_RNA,6261,16560,6262,16561 
NT_187509.1,Gnomon,exon,16370,16560,16371,16561 
NT_187509.1,Gnomon,exon,11602,11716,11603,11717 
NT_187509.1,Gnomon,exon,10709,10896,10710,10897 
NT_187509.1,Gnomon,exon,10270,10355,10271,10356 
NT_187509.1,Gnomon,exon,6261,9637,6262,9638 
NT_187509.1,Gnomon,lnc_RNA,6261,13643,6262,13644 
NT_187509.1,Gnomon,exon,13555,13643,13556,13644 
NT_187509.1,Gnomon,exon,11602,11716,11603,11717 
NT_187509.1,Gnomon,exon,10709,10896,10710,10897 
NT_187509.1,Gnomon,exon,10270,10355,10271,10356 
NT_187509.1,Gnomon,exon,6261,9637,6262,9638 
NT_187509.1,Gnomon,lnc_RNA,6261,13642,6262,13643 
NT_187509.1,Gnomon,exon,13555,13642,13556,13643 
NT_187509.1,Gnomon,exon,10270,10509,10271,10510 
NT_187509.1,Gnomon,exon,6261,9637,6262,9638 
NT_187509.1,Gnomon,lnc_RNA,6261,13640,6262,13641 
NT_187509.1,Gnomon,exon,13555,13640,13556,13641 
NT_187509.1,Gnomon,exon,10270,10355,10271,10356 
NT_187509.1,Gnomon,exon,6261,9637,6262,9638 
NT_187509.1,Gnomon,lnc_RNA,6261,10801,6262,10802 
NT_187509.1,Gnomon,exon,10709,10801,10710,10802 
NT_187509.1,Gnomon,exon,10270,10509,10271,10510 
NT_187509.1,Gnomon,exon,6261,9637,6262,9638 
