sequence_id,refseq,region,start_index,end_index,start,end
NT_187569.1,RefSeq,sequence_feature,0,1123,1,1124 
NT_187569.1,RefSeq,sequence_feature,1124,1465,1125,1466 
NT_187569.1,RefSeq,sequence_feature,1466,5003,1467,5004 
NT_187569.1,RefSeq,sequence_feature,5004,5360,5005,5361 
NT_187569.1,RefSeq,sequence_feature,5361,34935,5362,34936 
NT_187569.1,RefSeqFE,enhancer,65033,65327,65034,65328 
NT_187569.1,RefSeqFE,biological_region,65033,65327,65034,65328 
NT_187569.1,RefSeq,sequence_feature,71227,120297,71228,120298 
NT_187569.1,Gnomon,gene,74668,89312,74669,89313 
NT_187569.1,Gnomon,lnc_RNA,74668,89312,74669,89313 
NT_187569.1,Gnomon,exon,74668,74960,74669,74961 
NT_187569.1,Gnomon,exon,81392,87905,81393,87906 
NT_187569.1,Gnomon,exon,88389,89312,88390,89313 
NT_187569.1,Gnomon,lnc_RNA,74668,84069,74669,84070 
NT_187569.1,Gnomon,exon,74668,74960,74669,74961 
NT_187569.1,Gnomon,exon,80435,80524,80436,80525 
NT_187569.1,Gnomon,exon,81392,84069,81393,84070 
NT_187569.1,Gnomon,lnc_RNA,79485,84069,79486,84070 
NT_187569.1,Gnomon,exon,79485,80524,79486,80525 
NT_187569.1,Gnomon,exon,81392,84069,81393,84070 
NT_187569.1,BestRefSeq,gene,95391,130013,95392,130014 
NT_187569.1,BestRefSeq,mRNA,95391,130013,95392,130014 
NT_187569.1,BestRefSeq,exon,129887,130013,129888,130014 
NT_187569.1,BestRefSeq,exon,129178,129285,129179,129286 
NT_187569.1,BestRefSeq,exon,128674,128803,128675,128804 
NT_187569.1,BestRefSeq,exon,128165,128278,128166,128279 
NT_187569.1,BestRefSeq,exon,95391,97864,95392,97865 
NT_187569.1,BestRefSeq,CDS,129178,129210,129179,129211 
NT_187569.1,BestRefSeq,CDS,128674,128803,128675,128804 
NT_187569.1,BestRefSeq,CDS,128165,128278,128166,128279 
NT_187569.1,BestRefSeq,CDS,96126,97864,96127,97865 
NT_187569.1,Gnomon,gene,109870,132068,109871,132069 
NT_187569.1,Gnomon,lnc_RNA,109870,132068,109871,132069 
NT_187569.1,Gnomon,exon,109870,110365,109871,110366 
NT_187569.1,Gnomon,exon,124386,124472,124387,124473 
NT_187569.1,Gnomon,exon,131788,132068,131789,132069 
NT_187569.1,Gnomon,lnc_RNA,109870,132068,109871,132069 
NT_187569.1,Gnomon,exon,109870,110365,109871,110366 
NT_187569.1,Gnomon,exon,124390,124472,124391,124473 
NT_187569.1,Gnomon,exon,131788,132068,131789,132069 
NT_187569.1,Gnomon,gene,112486,114134,112487,114135 
NT_187569.1,Gnomon,lnc_RNA,112486,114134,112487,114135 
NT_187569.1,Gnomon,exon,113335,114134,113336,114135 
NT_187569.1,Gnomon,exon,112486,113228,112487,113229 
NT_187569.1,RefSeq,sequence_feature,120298,120688,120299,120689 
NT_187569.1,RefSeq,sequence_feature,120689,132243,120690,132244 
NT_187569.1,RefSeq,match,64933,65427,64934,65428 
