sequence_id,refseq,region,start_index,end_index,start,end
NT_187606.1,BestRefSeq,pseudogene,3300,44596,3301,44597 
NT_187606.1,BestRefSeq,transcript,3300,44596,3301,44597 
NT_187606.1,BestRefSeq,exon,3300,3351,3301,3352 
NT_187606.1,BestRefSeq,exon,8570,8925,8571,8926 
NT_187606.1,BestRefSeq,exon,11022,11187,11023,11188 
NT_187606.1,BestRefSeq,exon,11478,11527,11479,11528 
NT_187606.1,BestRefSeq,exon,14342,14425,14343,14426 
NT_187606.1,BestRefSeq,exon,14771,14895,14772,14896 
NT_187606.1,BestRefSeq,exon,15752,15927,15753,15928 
NT_187606.1,BestRefSeq,exon,17316,17383,17317,17384 
NT_187606.1,BestRefSeq,exon,26386,26530,26387,26531 
NT_187606.1,BestRefSeq,exon,27132,27224,27133,27225 
NT_187606.1,BestRefSeq,exon,27621,27766,27622,27767 
NT_187606.1,BestRefSeq,exon,29154,29323,29155,29324 
NT_187606.1,BestRefSeq,exon,29650,29785,29651,29786 
NT_187606.1,BestRefSeq,exon,30724,30845,30725,30846 
NT_187606.1,BestRefSeq,exon,32100,32344,32101,32345 
NT_187606.1,BestRefSeq,exon,32626,32767,32627,32768 
NT_187606.1,BestRefSeq,exon,35733,35859,35734,35860 
NT_187606.1,BestRefSeq,exon,36327,36540,36328,36541 
NT_187606.1,BestRefSeq,exon,36868,38273,36869,38274 
NT_187606.1,BestRefSeq,exon,39213,39365,39214,39366 
NT_187606.1,BestRefSeq,exon,39800,39973,39801,39974 
NT_187606.1,BestRefSeq,exon,40054,40200,40055,40201 
NT_187606.1,BestRefSeq,exon,41358,41525,41359,41526 
NT_187606.1,BestRefSeq,exon,44279,44596,44280,44597 
NT_187606.1,Curated Genomic,pseudogene,47214,48483,47215,48484 
NT_187606.1,Curated Genomic,exon,47214,48483,47215,48484 
NT_187606.1,BestRefSeq,gene,52776,59551,52777,59552 
NT_187606.1,BestRefSeq,mRNA,52776,59551,52777,59552 
NT_187606.1,BestRefSeq,exon,59368,59551,59369,59552 
NT_187606.1,BestRefSeq,exon,57585,57704,57586,57705 
NT_187606.1,BestRefSeq,exon,56903,56962,56904,56963 
NT_187606.1,BestRefSeq,exon,56637,56717,56638,56718 
NT_187606.1,BestRefSeq,exon,55885,55972,55886,55973 
NT_187606.1,BestRefSeq,exon,54620,55500,54621,55501 
NT_187606.1,BestRefSeq,exon,54293,54353,54294,54354 
NT_187606.1,BestRefSeq,exon,53150,53252,53151,53253 
NT_187606.1,BestRefSeq,exon,52776,52940,52777,52941 
NT_187606.1,BestRefSeq,CDS,59368,59451,59369,59452 
NT_187606.1,BestRefSeq,CDS,57585,57704,57586,57705 
NT_187606.1,BestRefSeq,CDS,56903,56962,56904,56963 
NT_187606.1,BestRefSeq,CDS,56637,56717,56638,56718 
NT_187606.1,BestRefSeq,CDS,55885,55972,55886,55973 
NT_187606.1,BestRefSeq,CDS,54620,55500,54621,55501 
NT_187606.1,BestRefSeq,CDS,54293,54353,54294,54354 
NT_187606.1,BestRefSeq,CDS,53150,53252,53151,53253 
NT_187606.1,BestRefSeq,CDS,52808,52940,52809,52941 
NT_187606.1,BestRefSeq,pseudogene,65117,96615,65118,96616 
NT_187606.1,BestRefSeq,transcript,65117,96615,65118,96616 
NT_187606.1,BestRefSeq,exon,65117,65433,65118,65434 
NT_187606.1,BestRefSeq,exon,90509,90697,90510,90698 
NT_187606.1,BestRefSeq,exon,90793,90884,90794,90885 
NT_187606.1,BestRefSeq,exon,90968,91058,90969,91059 
NT_187606.1,BestRefSeq,exon,91151,91305,91152,91306 
NT_187606.1,BestRefSeq,exon,92463,92613,92464,92614 
NT_187606.1,BestRefSeq,exon,94278,96615,94279,96616 
NT_187606.1,BestRefSeq,pseudogene,65117,95077,65118,95078 
NT_187606.1,BestRefSeq,transcript,65117,93770,65118,93771 
NT_187606.1,BestRefSeq,exon,65117,65433,65118,65434 
NT_187606.1,BestRefSeq,exon,90509,90697,90510,90698 
