sequence_id,refseq,region,start_index,end_index,start,end
NW_016107308.1,RefSeq,sequence_feature,0,23295,1,23296 
NW_016107308.1,BestRefSeq,pseudogene,9539,15075,9540,15076 
NW_016107308.1,BestRefSeq,transcript,9539,15075,9540,15076 
NW_016107308.1,BestRefSeq,exon,9539,10061,9540,10062 
NW_016107308.1,BestRefSeq,exon,10225,10509,10226,10510 
NW_016107308.1,BestRefSeq,exon,10659,10968,10660,10969 
NW_016107308.1,BestRefSeq,exon,11178,11474,11179,11475 
NW_016107308.1,BestRefSeq,exon,11730,12032,11731,12033 
NW_016107308.1,BestRefSeq,exon,14520,14570,14521,14571 
NW_016107308.1,BestRefSeq,exon,14719,15075,14720,15076 
NW_016107308.1,BestRefSeq,gene,26071,38218,26072,38219 
NW_016107308.1,BestRefSeq,mRNA,26071,38218,26072,38219 
NW_016107308.1,BestRefSeq,exon,26071,26159,26072,26160 
NW_016107308.1,BestRefSeq,exon,26837,26872,26838,26873 
NW_016107308.1,BestRefSeq,exon,27643,27927,27644,27928 
NW_016107308.1,BestRefSeq,exon,29201,29500,29202,29501 
NW_016107308.1,BestRefSeq,exon,31079,31372,31080,31373 
NW_016107308.1,BestRefSeq,exon,36839,36943,36840,36944 
NW_016107308.1,BestRefSeq,exon,37406,37458,37407,37459 
NW_016107308.1,BestRefSeq,exon,37557,38218,37558,38219 
NW_016107308.1,BestRefSeq,CDS,26126,26159,26127,26160 
NW_016107308.1,BestRefSeq,CDS,26837,26872,26838,26873 
NW_016107308.1,BestRefSeq,CDS,27643,27927,27644,27928 
NW_016107308.1,BestRefSeq,CDS,29201,29500,29202,29501 
NW_016107308.1,BestRefSeq,CDS,31079,31372,31080,31373 
NW_016107308.1,BestRefSeq,CDS,36839,36943,36840,36944 
NW_016107308.1,BestRefSeq,CDS,37406,37458,37407,37459 
NW_016107308.1,BestRefSeq,CDS,37557,37682,37558,37683 
NW_016107308.1,BestRefSeq,gene,40099,54639,40100,54640 
NW_016107308.1,BestRefSeq,mRNA,40099,54639,40100,54640 
NW_016107308.1,BestRefSeq,exon,40099,40165,40100,40166 
NW_016107308.1,BestRefSeq,exon,41093,41128,41094,41129 
NW_016107308.1,BestRefSeq,exon,43566,43865,43567,43866 
NW_016107308.1,BestRefSeq,exon,45381,45674,45382,45675 
NW_016107308.1,BestRefSeq,exon,48922,48972,48923,48973 
NW_016107308.1,BestRefSeq,exon,53236,53340,53237,53341 
NW_016107308.1,BestRefSeq,exon,53803,53855,53804,53856 
NW_016107308.1,BestRefSeq,exon,53954,54639,53955,54640 
NW_016107308.1,BestRefSeq,CDS,40132,40165,40133,40166 
NW_016107308.1,BestRefSeq,CDS,41093,41128,41094,41129 
NW_016107308.1,BestRefSeq,CDS,43566,43865,43567,43866 
NW_016107308.1,BestRefSeq,CDS,45381,45674,45382,45675 
NW_016107308.1,BestRefSeq,CDS,48922,48972,48923,48973 
NW_016107308.1,BestRefSeq,CDS,53236,53340,53237,53341 
NW_016107308.1,BestRefSeq,CDS,53803,53855,53804,53856 
NW_016107308.1,BestRefSeq,CDS,53954,54106,53955,54107 
NW_016107308.1,Curated Genomic,pseudogene,56343,69468,56344,69469 
NW_016107308.1,BestRefSeq,gene,71009,72651,71010,72652 
NW_016107308.1,BestRefSeq,lnc_RNA,71009,72651,71010,72652 
NW_016107308.1,BestRefSeq,exon,72609,72651,72610,72652 
NW_016107308.1,BestRefSeq,exon,72328,72524,72329,72525 
NW_016107308.1,BestRefSeq,exon,71009,71478,71010,71479 
NW_016107308.1,BestRefSeq,lnc_RNA,71009,72651,71010,72652 
NW_016107308.1,BestRefSeq,exon,72609,72651,72610,72652 
NW_016107308.1,BestRefSeq,exon,72257,72524,72258,72525 
NW_016107308.1,BestRefSeq,exon,71009,71478,71010,71479 
NW_016107308.1,BestRefSeq,gene,87762,89621,87763,89622 
NW_016107308.1,BestRefSeq,mRNA,87762,89621,87763,89622 
NW_016107308.1,BestRefSeq,exon,87762,87828,87763,87829 
NW_016107308.1,BestRefSeq,exon,88558,88593,88559,88594 
NW_016107308.1,BestRefSeq,exon,89336,89621,89337,89622 
NW_016107308.1,BestRefSeq,CDS,87795,87828,87796,87829 
NW_016107308.1,BestRefSeq,CDS,88558,88593,88559,88594 
NW_016107308.1,BestRefSeq,CDS,89336,89621,89337,89622 
NW_016107308.1,BestRefSeq,mRNA,87762,89621,87763,89622 
NW_016107308.1,BestRefSeq,exon,87762,87828,87763,87829 
NW_016107308.1,BestRefSeq,exon,88558,88593,88559,88594 
NW_016107308.1,BestRefSeq,exon,89336,89621,89337,89622 
NW_016107308.1,BestRefSeq,CDS,87795,87828,87796,87829 
NW_016107308.1,BestRefSeq,CDS,88558,88593,88559,88594 
NW_016107308.1,BestRefSeq,CDS,89336,89621,89337,89622 
NW_016107308.1,Curated Genomic,pseudogene,91330,91433,91331,91434 
NW_016107308.1,Curated Genomic,exon,91330,91433,91331,91434 
NW_016107308.1,RefSeq,match,21070,40122,21071,40123 
NW_016107308.1,RefSeq,match,35095,56639,35096,56640 
NW_016107308.1,RefSeq,match,56243,69568,56244,69569 
NW_016107308.1,RefSeq,match,91230,91530,91231,91531 
