sequence_id,refseq,region,start_index,end_index,start,end
NW_003571060.1,RefSeq,sequence_feature,0,127791,1,127792 
NW_003571060.1,BestRefSeq,gene,15191,38263,15192,38264 
NW_003571060.1,BestRefSeq,transcript,15191,38263,15192,38264 
NW_003571060.1,BestRefSeq,exon,38110,38263,38111,38264 
NW_003571060.1,BestRefSeq,exon,33063,33098,33064,33099 
NW_003571060.1,BestRefSeq,exon,32672,32956,32673,32957 
NW_003571060.1,BestRefSeq,exon,25776,25814,25777,25815 
NW_003571060.1,BestRefSeq,exon,22681,22769,22682,22770 
NW_003571060.1,BestRefSeq,exon,16643,16735,16644,16736 
NW_003571060.1,BestRefSeq,exon,16535,16562,16536,16563 
NW_003571060.1,BestRefSeq,exon,16282,16319,16283,16320 
NW_003571060.1,BestRefSeq,exon,16145,16182,16146,16183 
NW_003571060.1,BestRefSeq,exon,15191,15446,15192,15447 
NW_003571060.1,BestRefSeq,mRNA,15191,38263,15192,38264 
NW_003571060.1,BestRefSeq,exon,38110,38263,38111,38264 
NW_003571060.1,BestRefSeq,exon,16643,16735,16644,16736 
NW_003571060.1,BestRefSeq,exon,16535,16562,16536,16563 
NW_003571060.1,BestRefSeq,exon,16282,16319,16283,16320 
NW_003571060.1,BestRefSeq,exon,16145,16182,16146,16183 
NW_003571060.1,BestRefSeq,exon,15191,15446,15192,15447 
NW_003571060.1,BestRefSeq,CDS,38110,38143,38111,38144 
NW_003571060.1,BestRefSeq,CDS,16643,16735,16644,16736 
NW_003571060.1,BestRefSeq,CDS,16535,16562,16536,16563 
NW_003571060.1,BestRefSeq,CDS,16282,16319,16283,16320 
NW_003571060.1,BestRefSeq,CDS,16145,16182,16146,16183 
NW_003571060.1,BestRefSeq,CDS,15327,15446,15328,15447 
NW_003571060.1,BestRefSeq,mRNA,15191,38263,15192,38264 
NW_003571060.1,BestRefSeq,exon,38110,38263,38111,38264 
NW_003571060.1,BestRefSeq,exon,33063,33098,33064,33099 
NW_003571060.1,BestRefSeq,exon,27265,27340,27266,27341 
NW_003571060.1,BestRefSeq,exon,25776,25814,25777,25815 
NW_003571060.1,BestRefSeq,exon,16643,16735,16644,16736 
NW_003571060.1,BestRefSeq,exon,16535,16562,16536,16563 
NW_003571060.1,BestRefSeq,exon,16282,16319,16283,16320 
NW_003571060.1,BestRefSeq,exon,16145,16182,16146,16183 
NW_003571060.1,BestRefSeq,exon,15191,15446,15192,15447 
NW_003571060.1,BestRefSeq,CDS,33063,33077,33064,33078 
NW_003571060.1,BestRefSeq,CDS,27265,27340,27266,27341 
NW_003571060.1,BestRefSeq,CDS,25776,25814,25777,25815 
NW_003571060.1,BestRefSeq,CDS,16643,16735,16644,16736 
NW_003571060.1,BestRefSeq,CDS,16535,16562,16536,16563 
NW_003571060.1,BestRefSeq,CDS,16282,16319,16283,16320 
NW_003571060.1,BestRefSeq,CDS,16145,16182,16146,16183 
NW_003571060.1,BestRefSeq,CDS,15327,15446,15328,15447 
NW_003571060.1,BestRefSeq,mRNA,15191,38263,15192,38264 
NW_003571060.1,BestRefSeq,exon,38110,38263,38111,38264 
NW_003571060.1,BestRefSeq,exon,33063,33098,33064,33099 
NW_003571060.1,BestRefSeq,exon,32672,32956,32673,32957 
NW_003571060.1,BestRefSeq,exon,25776,25814,25777,25815 
NW_003571060.1,BestRefSeq,exon,16535,16562,16536,16563 
NW_003571060.1,BestRefSeq,exon,16282,16319,16283,16320 
NW_003571060.1,BestRefSeq,exon,16145,16182,16146,16183 
NW_003571060.1,BestRefSeq,exon,15191,15446,15192,15447 
NW_003571060.1,BestRefSeq,CDS,38110,38143,38111,38144 
NW_003571060.1,BestRefSeq,CDS,33063,33098,33064,33099 
NW_003571060.1,BestRefSeq,CDS,32672,32956,32673,32957 
NW_003571060.1,BestRefSeq,CDS,25776,25814,25777,25815 
NW_003571060.1,BestRefSeq,CDS,16535,16562,16536,16563 
NW_003571060.1,BestRefSeq,CDS,16282,16319,16283,16320 
NW_003571060.1,BestRefSeq,CDS,16145,16182,16146,16183 
NW_003571060.1,BestRefSeq,CDS,15327,15446,15328,15447 
NW_003571060.1,BestRefSeq,mRNA,15191,38263,15192,38264 
NW_003571060.1,BestRefSeq,exon,38110,38263,38111,38264 
NW_003571060.1,BestRefSeq,exon,33063,33098,33064,33099 
NW_003571060.1,BestRefSeq,exon,32672,32956,32673,32957 
NW_003571060.1,BestRefSeq,exon,25776,25814,25777,25815 
NW_003571060.1,BestRefSeq,exon,16643,16735,16644,16736 
NW_003571060.1,BestRefSeq,exon,16535,16562,16536,16563 
NW_003571060.1,BestRefSeq,exon,16282,16319,16283,16320 
NW_003571060.1,BestRefSeq,exon,16145,16182,16146,16183 
NW_003571060.1,BestRefSeq,exon,15191,15446,15192,15447 
NW_003571060.1,BestRefSeq,CDS,38110,38143,38111,38144 
NW_003571060.1,BestRefSeq,CDS,33063,33098,33064,33099 
NW_003571060.1,BestRefSeq,CDS,32672,32956,32673,32957 
NW_003571060.1,BestRefSeq,CDS,25776,25814,25777,25815 
NW_003571060.1,BestRefSeq,CDS,16643,16735,16644,16736 
NW_003571060.1,BestRefSeq,CDS,16535,16562,16536,16563 
NW_003571060.1,BestRefSeq,CDS,16282,16319,16283,16320 
NW_003571060.1,BestRefSeq,CDS,16145,16182,16146,16183 
NW_003571060.1,BestRefSeq,CDS,15327,15446,15328,15447 
NW_003571060.1,BestRefSeq,gene,44261,55746,44262,55747 
NW_003571060.1,BestRefSeq,mRNA,44261,55746,44262,55747 
NW_003571060.1,BestRefSeq,exon,55688,55746,55689,55747 
NW_003571060.1,BestRefSeq,exon,50247,50282,50248,50283 
NW_003571060.1,BestRefSeq,exon,49188,49478,49189,49479 
NW_003571060.1,BestRefSeq,exon,48284,48580,48285,48581 
NW_003571060.1,BestRefSeq,exon,44261,44526,44262,44527 
NW_003571060.1,BestRefSeq,CDS,55688,55721,55689,55722 
NW_003571060.1,BestRefSeq,CDS,50247,50282,50248,50283 
NW_003571060.1,BestRefSeq,CDS,49188,49478,49189,49479 
NW_003571060.1,BestRefSeq,CDS,48284,48580,48285,48581 
NW_003571060.1,BestRefSeq,CDS,44369,44526,44370,44527 
NW_003571060.1,BestRefSeq,mRNA,44261,50925,44262,50926 
NW_003571060.1,BestRefSeq,exon,50582,50925,50583,50926 
NW_003571060.1,BestRefSeq,exon,50247,50282,50248,50283 
NW_003571060.1,BestRefSeq,exon,49188,49478,49189,49479 
NW_003571060.1,BestRefSeq,exon,48284,48580,48285,48581 
NW_003571060.1,BestRefSeq,exon,44261,44526,44262,44527 
NW_003571060.1,BestRefSeq,CDS,50582,50639,50583,50640 
NW_003571060.1,BestRefSeq,CDS,50247,50282,50248,50283 
NW_003571060.1,BestRefSeq,CDS,49188,49478,49189,49479 
NW_003571060.1,BestRefSeq,CDS,48284,48580,48285,48581 
NW_003571060.1,BestRefSeq,CDS,44369,44526,44370,44527 
NW_003571060.1,BestRefSeq,gene,69045,75206,69046,75207 
NW_003571060.1,BestRefSeq,mRNA,69045,75206,69046,75207 
NW_003571060.1,BestRefSeq,exon,75159,75206,75160,75207 
NW_003571060.1,BestRefSeq,exon,71261,71563,71262,71564 
NW_003571060.1,BestRefSeq,exon,70249,70530,70250,70531 
NW_003571060.1,BestRefSeq,exon,69045,69734,69046,69735 
NW_003571060.1,BestRefSeq,CDS,75159,75195,75160,75196 
NW_003571060.1,BestRefSeq,CDS,71261,71563,71262,71564 
NW_003571060.1,BestRefSeq,CDS,70249,70530,70250,70531 
NW_003571060.1,BestRefSeq,CDS,69598,69734,69599,69735 
NW_003571060.1,BestRefSeq,mRNA,69045,75206,69046,75207 
NW_003571060.1,BestRefSeq,exon,75159,75206,75160,75207 
NW_003571060.1,BestRefSeq,exon,71261,71563,71262,71564 
NW_003571060.1,BestRefSeq,exon,69045,70530,69046,70531 
NW_003571060.1,BestRefSeq,CDS,75159,75195,75160,75196 
NW_003571060.1,BestRefSeq,CDS,71261,71563,71262,71564 
NW_003571060.1,BestRefSeq,CDS,70055,70530,70056,70531 
NW_003571060.1,BestRefSeq,mRNA,69045,75206,69046,75207 
NW_003571060.1,BestRefSeq,exon,75159,75206,75160,75207 
NW_003571060.1,BestRefSeq,exon,74151,74183,74152,74184 
NW_003571060.1,BestRefSeq,exon,71261,71563,71262,71564 
NW_003571060.1,BestRefSeq,exon,70249,70530,70250,70531 
NW_003571060.1,BestRefSeq,exon,69045,69734,69046,69735 
NW_003571060.1,BestRefSeq,CDS,75159,75195,75160,75196 
NW_003571060.1,BestRefSeq,CDS,74151,74183,74152,74184 
NW_003571060.1,BestRefSeq,CDS,71261,71563,71262,71564 
NW_003571060.1,BestRefSeq,CDS,70249,70530,70250,70531 
NW_003571060.1,BestRefSeq,CDS,69598,69734,69599,69735 
NW_003571060.1,BestRefSeq,mRNA,69045,75206,69046,75207 
NW_003571060.1,BestRefSeq,exon,75159,75206,75160,75207 
NW_003571060.1,BestRefSeq,exon,74151,74183,74152,74184 
NW_003571060.1,BestRefSeq,exon,71261,71563,71262,71564 
NW_003571060.1,BestRefSeq,exon,69045,70530,69046,70531 
NW_003571060.1,BestRefSeq,CDS,75159,75195,75160,75196 
NW_003571060.1,BestRefSeq,CDS,74151,74183,74152,74184 
NW_003571060.1,BestRefSeq,CDS,71261,71563,71262,71564 
NW_003571060.1,BestRefSeq,CDS,70055,70530,70056,70531 
NW_003571060.1,BestRefSeq,mRNA,69045,75206,69046,75207 
NW_003571060.1,BestRefSeq,exon,75159,75206,75160,75207 
NW_003571060.1,BestRefSeq,exon,74151,74183,74152,74184 
NW_003571060.1,BestRefSeq,exon,73993,74004,73994,74005 
NW_003571060.1,BestRefSeq,exon,71261,71563,71262,71564 
NW_003571060.1,BestRefSeq,exon,70249,70530,70250,70531 
NW_003571060.1,BestRefSeq,exon,69045,69734,69046,69735 
NW_003571060.1,BestRefSeq,CDS,75159,75195,75160,75196 
NW_003571060.1,BestRefSeq,CDS,74151,74183,74152,74184 
NW_003571060.1,BestRefSeq,CDS,73993,74004,73994,74005 
NW_003571060.1,BestRefSeq,CDS,71261,71563,71262,71564 
NW_003571060.1,BestRefSeq,CDS,70249,70530,70250,70531 
NW_003571060.1,BestRefSeq,CDS,69598,69734,69599,69735 
NW_003571060.1,BestRefSeq,mRNA,69045,75206,69046,75207 
NW_003571060.1,BestRefSeq,exon,75159,75206,75160,75207 
NW_003571060.1,BestRefSeq,exon,74151,74183,74152,74184 
NW_003571060.1,BestRefSeq,exon,73993,74004,73994,74005 
NW_003571060.1,BestRefSeq,exon,71261,71563,71262,71564 
NW_003571060.1,BestRefSeq,exon,69045,70530,69046,70531 
NW_003571060.1,BestRefSeq,CDS,75159,75195,75160,75196 
NW_003571060.1,BestRefSeq,CDS,74151,74183,74152,74184 
NW_003571060.1,BestRefSeq,CDS,73993,74004,73994,74005 
NW_003571060.1,BestRefSeq,CDS,71261,71563,71262,71564 
NW_003571060.1,BestRefSeq,CDS,70055,70530,70056,70531 
NW_003571060.1,BestRefSeq,gene,77275,81987,77276,81988 
NW_003571060.1,BestRefSeq,mRNA,77275,81987,77276,81988 
NW_003571060.1,BestRefSeq,exon,77275,77308,77276,77309 
NW_003571060.1,BestRefSeq,exon,77534,77608,77535,77609 
NW_003571060.1,BestRefSeq,exon,80353,80430,80354,80431 
NW_003571060.1,BestRefSeq,exon,81230,81987,81231,81988 
NW_003571060.1,BestRefSeq,CDS,77299,77308,77300,77309 
NW_003571060.1,BestRefSeq,CDS,77534,77608,77535,77609 
NW_003571060.1,BestRefSeq,CDS,80353,80430,80354,80431 
NW_003571060.1,BestRefSeq,CDS,81230,81321,81231,81322 
NW_003571060.1,BestRefSeq,gene,81439,90149,81440,90150 
